Scenario,Model,Zone,RMSE,MAE,R2
SSP245,LinearRegression,Afghanistan,0.5525570302854005,0.44481530621587556,0.38470488444454953
SSP245,LinearRegression,Bangladesh,3.6976202591864604,2.470583778931355,0.7314443527386556
SSP245,LinearRegression,Bhutan,2.7227091415814204,1.721719592532662,0.5728737663834442
SSP245,LinearRegression,Myanmar,2.245036676090652,1.8100532931423512,0.8223851242713149
SSP245,LinearRegression,Nepal,1.6947002687720507,1.2766655980902004,0.7616589578168187
SSP245,LinearRegression,Pakistan,0.8421464892143381,0.6660482438096534,0.31495677005115374
SSP245,LinearRegression,Sri Lanka,4.196976827037034,3.7207467204599123,-0.039841460784777016
SSP245,LinearRegression,Zone 1,1.2832223930687474,1.0524122806614093,0.24080864752444076
SSP245,LinearRegression,Zone 10,1.909884385279668,1.6758223869910782,0.4605834631851252
SSP245,LinearRegression,Zone 11,1.5557242547046133,1.1788515665357766,0.6630234825014829
SSP245,LinearRegression,Zone 12,6.958597237463846,5.017488433304739,0.506392415281783
SSP245,LinearRegression,Zone 13,3.249968558000408,2.2863094133993993,0.37525607124155735
SSP245,LinearRegression,Zone 14,1.3839790945828276,1.0930457459016523,0.6713136352850384
SSP245,LinearRegression,Zone 15,5.339546397939967,4.001573410295492,0.5723021924304053
SSP245,LinearRegression,Zone 2,1.9686703984732699,1.4545055501955826,0.8439108004807444
SSP245,LinearRegression,Zone 3,2.713345976299792,1.9534962214992813,0.6983801411278487
SSP245,LinearRegression,Zone 4,1.2833478109164065,0.8972650503051475,0.8847969772299753
SSP245,LinearRegression,Zone 5,2.2166985304615165,1.3996443647692418,0.7117455239727464
SSP245,LinearRegression,Zone 6,1.7704292033320432,1.2950016024278834,0.5849369145567482
SSP245,LinearRegression,Zone 7,1.0606121028458124,0.8622418977350045,0.9458496844791988
SSP245,LinearRegression,Zone 8,1.8178981300566288,1.2570106055281147,0.8623715911887371
SSP245,LinearRegression,Zone 9,3.050116500672022,2.290515350599584,0.4479616374892671
SSP245,RandomForest,Afghanistan,0.5081901960743938,0.33779168727588926,0.47954664241238554
SSP245,RandomForest,Bangladesh,3.298949666498391,2.163831590252756,0.7862328078613463
SSP245,RandomForest,Bhutan,1.840098017781074,1.1760295683061321,0.8049097065009252
SSP245,RandomForest,Myanmar,1.3037395941885885,0.9330120198436836,0.9401017456000237
SSP245,RandomForest,Nepal,1.537807915441932,1.1119950087289077,0.8037465855842006
SSP245,RandomForest,Pakistan,0.7446638350291965,0.5018579597934664,0.4643720650195673
SSP245,RandomForest,Sri Lanka,3.6642905402519035,3.1570840166774468,0.20736400615319384
SSP245,RandomForest,Zone 1,0.5608981112802042,0.44243707517106823,0.8549507964775492
SSP245,RandomForest,Zone 10,1.3123558178514263,0.8643141274633713,0.7453091739008827
SSP245,RandomForest,Zone 11,1.2152244662359588,0.8788082736782251,0.7943884998882786
SSP245,RandomForest,Zone 12,3.5043954141181404,2.427575063285832,0.8748114438898663
SSP245,RandomForest,Zone 13,2.5632614792990984,1.3246685180751345,0.6113760626174676
SSP245,RandomForest,Zone 14,1.5202761100433395,0.8303701270800713,0.6033864294436007
SSP245,RandomForest,Zone 15,4.4116566963415105,3.414879548581002,0.7080343808073812
SSP245,RandomForest,Zone 2,1.6222458292565602,1.0184247274584433,0.8940111539925574
SSP245,RandomForest,Zone 3,1.4940364835468969,1.0216775045816264,0.9085524677175503
SSP245,RandomForest,Zone 4,0.9756783530393274,0.6800502541814678,0.9334131507563987
SSP245,RandomForest,Zone 5,1.546524729104968,1.009601478190559,0.8596939072155935
SSP245,RandomForest,Zone 6,2.2658318494969008,1.4575192995267396,0.3201512004381537
SSP245,RandomForest,Zone 7,1.425610139105437,0.8392254422630591,0.9021660957660707
SSP245,RandomForest,Zone 8,2.9958646862568443,1.833032497566785,0.6262222972546152
SSP245,RandomForest,Zone 9,1.6001687424934707,1.12518352702526,0.8480614530085357
SSP245,GradientBoosting,Afghanistan,0.5465967007392698,0.36380539130716166,0.3979074386935736
SSP245,GradientBoosting,Bangladesh,3.7641287491599766,2.5445581300131295,0.721696535048148
SSP245,GradientBoosting,Bhutan,1.7686283870593855,1.1102817505906644,0.8197700634900877
SSP245,GradientBoosting,Myanmar,1.3974599283220113,1.012516029756379,0.9311805523246044
SSP245,GradientBoosting,Nepal,1.2093248780095032,0.8264211944688448,0.8786334485997109
SSP245,GradientBoosting,Pakistan,0.7821407231192721,0.5715714660100882,0.4091020397108215
SSP245,GradientBoosting,Sri Lanka,3.5175862247057847,2.89002481751899,0.26956177776515833
SSP245,GradientBoosting,Zone 1,0.6657199259444295,0.5237307106923095,0.7956707666207372
SSP245,GradientBoosting,Zone 10,1.2815261707593797,0.8784063287015624,0.7571349286267577
SSP245,GradientBoosting,Zone 11,1.1193919250662432,0.7886045217421774,0.8255388496336018
SSP245,GradientBoosting,Zone 12,4.886595302502591,3.20310857289075,0.7565828517881776
SSP245,GradientBoosting,Zone 13,3.6721206402543043,1.9707152731830073,0.2024138445278556
SSP245,GradientBoosting,Zone 14,1.2078913053079423,0.6389582341046532,0.7496322777523685
SSP245,GradientBoosting,Zone 15,4.324015774304224,3.2983477005528634,0.7195193960305339
SSP245,GradientBoosting,Zone 2,1.7393305351349362,1.3361653995992395,0.878159667976552
