Scenario,Model,Zone,RMSE,MAE,R2
SSP245,GradientBoosting,Zone 3,1.7237972753309099,1.1193707921008407,0.878263176717547
SSP245,GradientBoosting,Zone 4,1.3205818226509483,0.98492659534726,0.878015189354054
SSP245,GradientBoosting,Zone 5,1.401187111584056,0.9025074378990068,0.8848258380389905
SSP245,GradientBoosting,Zone 6,3.2797131562025843,1.9641397838271308,-0.424389306902172
SSP245,GradientBoosting,Zone 7,1.7422217460291027,1.0006883470792063,0.8538850362508674
SSP245,GradientBoosting,Zone 8,3.3581072540561316,1.8304229568338488,0.5303675162463741
SSP245,GradientBoosting,Zone 9,1.368887251625211,0.865904421711356,0.8888084558696139
SSP245,SVR,Afghanistan,0.7311489724172932,0.52694856917613,-0.07731076028332962
SSP245,SVR,Bangladesh,7.408215031311437,6.38300085200418,-0.07799521580966307
SSP245,SVR,Bhutan,4.312535810634595,3.2811150319562556,-0.0715666183718473
SSP245,SVR,Myanmar,5.8364354442073365,4.777649537292647,-0.20040508996101813
SSP245,SVR,Nepal,3.7239295030530113,2.68500098080415,-0.15084262529567427
SSP245,SVR,Pakistan,1.0816809386085011,0.7251899640048802,-0.1301629011786969
SSP245,SVR,Sri Lanka,4.13004589391227,3.066727340864025,-0.006940345757831645
SSP245,SVR,Zone 1,1.4770739836984665,1.2062347750663929,-0.005893242928056042
SSP245,SVR,Zone 10,2.7592924113499473,2.459027164484582,-0.12591486605940228
SSP245,SVR,Zone 11,2.751076559811991,2.5164624195438505,-0.05375523570199836
SSP245,SVR,Zone 12,10.98749123094653,7.527170807684404,-0.23065269387058218
SSP245,SVR,Zone 13,4.8129738856401,2.6345111596000197,-0.3701582692453489
SSP245,SVR,Zone 14,2.7224988174903837,1.4398029297817683,-0.27191482004186307
SSP245,SVR,Zone 15,8.324124526483736,7.189106304440716,-0.03945437549253339
SSP245,SVR,Zone 2,5.202419572640721,4.298258953536998,-0.090027816607122
SSP245,SVR,Zone 3,5.22053595490127,4.217664519742171,-0.11655409115235638
SSP245,SVR,Zone 4,4.209828682390227,2.731464036457762,-0.23966394941378844
SSP245,SVR,Zone 5,4.687041270128068,2.8358568677880474,-0.28872528093994343
SSP245,SVR,Zone 6,3.0036450929632887,1.8022480944552788,-0.19468720397141093
SSP245,SVR,Zone 7,5.179921336786123,3.2412104288382686,-0.2916182217654135
SSP245,SVR,Zone 8,5.750630591258805,3.2103343413793723,-0.3772092900240942
SSP245,SVR,Zone 9,4.982125905355686,3.1256758213045974,-0.472874694540784
SSP245,XGBoost,Afghanistan,0.519173636873405,0.33142927548678786,0.4568065651405667
SSP245,XGBoost,Bangladesh,3.7135509710006676,2.1959083989920942,0.729125294246014
SSP245,XGBoost,Bhutan,1.5301957941540523,0.827626511173941,0.8650888777383609
SSP245,XGBoost,Myanmar,1.5809596151333116,0.9653235559557665,0.9119206688133528
SSP245,XGBoost,Nepal,1.6959728339336344,1.290897996852194,0.7613008787046074
SSP245,XGBoost,Pakistan,0.9839681586784508,0.6241181497628376,0.06479938571071564
SSP245,XGBoost,Sri Lanka,4.240958769778385,3.588000418900694,-0.06174955511240099
SSP245,XGBoost,Zone 1,0.5721211709627734,0.4858355788139319,0.8490881194927764
SSP245,XGBoost,Zone 10,1.14047894297456,0.8080064431903174,0.8076533429939912
SSP245,XGBoost,Zone 11,1.5263966625701135,1.0296295600144265,0.6756086926867346
SSP245,XGBoost,Zone 12,5.541568715030347,3.227394959887288,0.686957091914074
SSP245,XGBoost,Zone 13,3.5721449312490425,1.8462731666114072,0.24525217938399868
SSP245,XGBoost,Zone 14,2.1625812428071765,1.1118436564887622,0.1974585141599673
SSP245,XGBoost,Zone 15,4.942709240520719,3.514105602750545,0.6335131286275076
SSP245,XGBoost,Zone 2,1.8650440232049608,1.519098384507766,0.8599106868006268
SSP245,XGBoost,Zone 3,2.0054562923083976,1.361293981183992,0.835230817371095
SSP245,XGBoost,Zone 4,1.7426311675059998,1.263887512734579,0.7875845603274837
SSP245,XGBoost,Zone 5,1.1689591299303708,0.6842118091243351,0.91983930985791
SSP245,XGBoost,Zone 6,3.098514940201203,1.964061058022202,-0.2713471969522172
SSP245,XGBoost,Zone 7,1.5173496376082285,1.0358692727918617,0.8891695325872173
SSP245,XGBoost,Zone 8,2.864421151570787,1.7404237623026793,0.658301755971163
SSP245,XGBoost,Zone 9,0.9543831238062168,0.7078628222430096,0.9459517165102889
SSP245,MLP,Afghanistan,5.695690402427795,5.651102542017516,-64.37655003664891
SSP245,MLP,Bangladesh,9.190250432394908,6.590780171346636,-0.658992283423494
SSP245,MLP,Bhutan,5.561795282870407,4.918235276888322,-0.7823120608110588
SSP245,MLP,Myanmar,6.426220097077409,5.800791300055816,-0.45527023858559446
SSP245,MLP,Nepal,4.720622512901538,3.2673822303580735,-0.8493179447067103
SSP245,MLP,Pakistan,5.820533429879736,5.731403179865762,-31.724142079448335
SSP245,MLP,Sri Lanka,5.7057598481215805,4.1569509449315065,-0.9218565318812368
SSP245,MLP,Zone 1,7.622349900174373,7.479719946231458,-25.78706645534535
SSP245,MLP,Zone 10,8.479456563876246,8.08434674986846,-9.632763153254807
SSP245,MLP,Zone 11,3.4532335202043893,2.723727061215523,-0.6602989306899478
SSP245,MLP,Zone 12,11.877515909531418,7.44053483865855,-0.43810191758143713
SSP245,MLP,Zone 13,8.202849293216312,7.589138080085367,-2.979909445059138
SSP245,MLP,Zone 14,6.256100216462178,5.779957656174552,-5.716299002095643
SSP245,MLP,Zone 15,8.924901358766869,7.957897264758933,-0.19490985878414158
SSP245,MLP,Zone 2,6.23048127038001,4.814811031612791,-0.5633996871527107
SSP245,MLP,Zone 3,6.433860324789883,5.772380286726275,-0.6958711092146161
SSP245,MLP,Zone 4,4.94151852045059,3.283660017550558,-0.7080319139798432
SSP245,MLP,Zone 5,9.128727400005186,8.163296272160864,-3.8885861155627435
SSP245,MLP,Zone 6,7.992046024082068,7.513127878302977,-7.4581022921950275
SSP245,MLP,Zone 7,5.368704523747767,5.037727761040006,-0.387480343405161
SSP245,MLP,Zone 8,9.071473754308924,8.264455006723681,-2.427083608561049
SSP245,MLP,Zone 9,5.263618919965907,3.4717862423550145,-0.6440131314090294
SSP245,BayesianRidge,Afghanistan,0.5477195490912761,0.4388414752034804,0.3954311960184176
SSP245,BayesianRidge,Bangladesh,3.7021631523090535,2.4785753658206575,0.73078405288365
SSP245,BayesianRidge,Bhutan,2.7154183671029664,1.7208018936492515,0.5751581908248661
SSP245,BayesianRidge,Myanmar,2.2438608941603144,1.806931913665902,0.8225711182706543
SSP245,BayesianRidge,Nepal,1.6981747241166616,1.2874004469971936,0.7606806677802834
SSP245,BayesianRidge,Pakistan,0.8517672278287184,0.6838678268237336,0.29921540487221965
SSP245,BayesianRidge,Sri Lanka,4.112233727170532,3.678571410913158,0.0017264404395285204
SSP245,BayesianRidge,Zone 1,1.301742552260121,1.0833381577892778,0.21873638938986895
SSP245,BayesianRidge,Zone 10,1.8765460046751885,1.6595982393855486,0.4792508951768164
SSP245,BayesianRidge,Zone 11,1.5339962083502483,1.1641107689322385,0.672370525933156
SSP245,BayesianRidge,Zone 12,6.8307735469605095,5.00659041993119,0.5243601871806862
SSP245,BayesianRidge,Zone 13,3.1081227453711024,2.2032419375263803,0.42860024655500883
SSP245,BayesianRidge,Zone 14,1.4215717212947823,1.1280984144089163,0.6532150995493733
SSP245,BayesianRidge,Zone 15,5.334104492772912,4.0297434768129925,0.5731735416729054
SSP245,BayesianRidge,Zone 2,1.9750707090995776,1.4506517712317528,0.8428942328415061
SSP245,BayesianRidge,Zone 3,2.721819778531892,1.963021806187517,0.6964932766787129
SSP245,BayesianRidge,Zone 4,1.296427254414021,0.9173054613104393,0.8824367912125415
SSP245,BayesianRidge,Zone 5,2.2194045336694663,1.4223513483478134,0.7110413293122924
SSP245,BayesianRidge,Zone 6,1.7605376389942753,1.2970729109370833,0.5895619556973144
SSP245,BayesianRidge,Zone 7,1.0642286665805731,0.872410894257137,0.9454797623195109
SSP245,BayesianRidge,Zone 8,1.8321927403230234,1.2915701764985617,0.8601986648779558
SSP245,BayesianRidge,Zone 9,2.9645771511812895,2.260221600366124,0.47849086805859187
SSP245,LightGBM,Afghanistan,0.4598773254664527,0.322235489505124,0.5738001979992655
SSP245,LightGBM,Bangladesh,3.117859470745141,2.1587828730442444,0.8090574372221295
SSP245,LightGBM,Bhutan,1.7043976041940199,1.1917100655804005,0.832623077944573
SSP245,LightGBM,Myanmar,1.7929848231355103,1.2604931742478254,0.8867115375210983
SSP245,LightGBM,Nepal,1.3281344671668656,0.9687278095242432,0.8536148128480989
SSP245,LightGBM,Pakistan,0.6568552083594801,0.5026721975038116,0.5832438767221104
SSP245,LightGBM,Sri Lanka,3.5342074967106587,2.932898062084881,0.26264254654531516
SSP245,LightGBM,Zone 1,0.6210047309983036,0.47731447703850033,0.8221977670805998
SSP245,LightGBM,Zone 10,1.3693938892767452,0.9683506364933914,0.7226891439893834
SSP245,LightGBM,Zone 11,1.3461196167332266,0.9509389772616865,0.7477090345219242
SSP245,LightGBM,Zone 12,3.7302450815094157,2.574145992019387,0.8581552858071443
SSP245,LightGBM,Zone 13,2.0027159674077497,1.233888938738091,0.7627629874893442
SSP245,LightGBM,Zone 14,1.1823604418812785,0.6778028017632364,0.7601043293841354
SSP245,LightGBM,Zone 15,4.295111539119488,3.38653110816167,0.7232566539660489
SSP245,LightGBM,Zone 2,1.5034716880882508,1.1932347288189884,0.9089631253546225
SSP245,LightGBM,Zone 3,2.067450278940152,1.5862205229998771,0.8248864580438235
SSP245,LightGBM,Zone 4,0.9499793658451687,0.6617060256459326,0.9368746977271523
SSP245,LightGBM,Zone 5,1.7952425210856353,1.2031176396673158,0.8109359114691199
SSP245,LightGBM,Zone 6,1.641403245775375,1.1566366378696489,0.6432306340677669
SSP245,LightGBM,Zone 7,1.1821022396930814,0.7181371230418251,0.9327336419581005
SSP245,LightGBM,Zone 8,2.403471216393822,1.5898650646393075,0.759427016670178
SSP245,LightGBM,Zone 9,1.5322028125289748,0.9701194019839571,0.8606942913491149
SSP245,CatBoost,Afghanistan,0.57824533312871,0.3940320506296402,0.3261650661876201
SSP245,CatBoost,Bangladesh,3.8852503902010866,2.6280636275300804,0.7034979506347767
SSP245,CatBoost,Bhutan,1.752801619043891,0.9007164764646155,0.8229812464034609
SSP245,CatBoost,Myanmar,1.4907444270678667,1.098904755246141,0.9216861013439159
SSP245,CatBoost,Nepal,1.0369080380897124,0.8067402204502779,0.9107735694522728
SSP245,CatBoost,Pakistan,0.8400474038185773,0.578821811513911,0.318367511922782
SSP245,CatBoost,Sri Lanka,3.588514248406882,3.0637433826428278,0.2398079263545717
SSP245,CatBoost,Zone 1,0.6334436356819846,0.5380940004142049,0.8150035701221249
SSP245,CatBoost,Zone 10,1.3529742216906273,0.781994409181161,0.7292994461208662
SSP245,CatBoost,Zone 11,1.434901052427996,1.0459109443361088,0.7133326045474979
SSP245,CatBoost,Zone 12,4.685016999233036,3.152169323161882,0.7762511737219543
SSP245,CatBoost,Zone 13,3.7454810674263794,2.028059965148404,0.17022769037007146
SSP245,CatBoost,Zone 14,1.6374922235557925,0.9050631103391132,0.5398693953158782
SSP245,CatBoost,Zone 15,4.59561448901131,3.2110923617750444,0.6831778953151308
SSP245,CatBoost,Zone 2,1.8800576391457648,1.38879365438229,0.8576461689707107
SSP245,CatBoost,Zone 3,1.5995226440211154,1.1486763705565046,0.8951833271083139
SSP245,CatBoost,Zone 4,1.3311855354562032,1.0355626874612291,0.8760483517488235
SSP245,CatBoost,Zone 5,1.8076151785631756,1.2126300430666974,0.8083209042476689
SSP245,CatBoost,Zone 6,1.7865530782241235,1.361914782440839,0.5773422586431222
SSP245,CatBoost,Zone 7,1.752163812968816,0.9394084496566787,0.8522126548111125
SSP245,CatBoost,Zone 8,2.7676785336689305,1.7116732145613336,0.6809929406993948
SSP245,CatBoost,Zone 9,1.6001258472812103,1.0463239698801858,0.8480695988355292
SSP245,StackingEnsemble,Afghanistan,0.5425816121142414,0.34826670585191377,0.4067204305930333
SSP245,StackingEnsemble,Bangladesh,3.5694930156718354,2.2391518459815076,0.7497334844154258
SSP245,StackingEnsemble,Bhutan,1.8796429237802699,1.1981031605672467,0.7964343692344518
SSP245,StackingEnsemble,Myanmar,1.5949000191370695,1.1953259454786298,0.9103605088988833
SSP245,StackingEnsemble,Nepal,1.3079453862747363,0.9011431911999629,0.8580314136553125
SSP245,StackingEnsemble,Pakistan,0.7234982231520094,0.5732730619711702,0.4943876988150748
SSP245,StackingEnsemble,Sri Lanka,3.9206886732477884,3.285494380061983,0.09255836178191645
SSP245,StackingEnsemble,Zone 1,0.5721271719500496,0.4633026374773035,0.8490849536423578
SSP245,StackingEnsemble,Zone 10,1.329730391140027,0.9651682028516864,0.73852071439375
SSP245,StackingEnsemble,Zone 11,1.314161608774513,1.0327058189422018,0.7595460343809206
SSP245,StackingEnsemble,Zone 12,4.28141693242163,2.7281685158426625,0.8131412374924661
SSP245,StackingEnsemble,Zone 13,2.561611783878324,1.301966372474788,0.6118761324136839
SSP245,StackingEnsemble,Zone 14,1.2945857060648873,0.8086572492722709,0.7124030717760612
SSP245,StackingEnsemble,Zone 15,4.78489272104979,3.751755996165805,0.6565427367215524
SSP245,StackingEnsemble,Zone 2,1.6263124076968067,1.1271148637338306,0.893479111105186
SSP245,StackingEnsemble,Zone 3,1.7582501610698147,1.2447216684454436,0.8733483311976409
SSP245,StackingEnsemble,Zone 4,1.1928016566210033,0.8654437488856788,0.9004797190264945
SSP245,StackingEnsemble,Zone 5,1.652131680297162,1.1700049121736542,0.8398775925464623
SSP245,StackingEnsemble,Zone 6,2.4259216680385296,1.516590843334409,0.22068949964197604
SSP245,StackingEnsemble,Zone 7,1.2574489974488055,0.7516193703664547,0.9238852908561213
SSP245,StackingEnsemble,Zone 8,2.7467502333186173,1.7774740844913535,0.6857991590077861
SSP245,StackingEnsemble,Zone 9,1.0927303179811718,0.8597330780602889,0.9291463236645985
