time,Afghanistan,Bangladesh,Bhutan,Myanmar,Nepal,Pakistan,Sri Lanka,Zone 1,Zone 10,Zone 11,Zone 12,Zone 13,Zone 14,Zone 15,Zone 2,Zone 3,Zone 4,Zone 5,Zone 6,Zone 7,Zone 8,Zone 9
1981-01,1.137936525874697,19.276088629828582,3.8630373128255657,16.732313628423807,4.171388474721774,12.381937114103362,25.90152011447485,-9.826117282443564,23.39736875797364,24.340858209196245,24.565466365107834,22.13197692117576,16.62872155271934,25.09742024739586,9.713543739704193,20.685296630859398,18.587454502166285,17.198464336092538,14.663786994086406,21.38518973698694,19.349075758192306,22.341226580584525
1981-02,-0.6852604495154226,22.512467174041017,6.594837375217049,19.4555692854382,6.329766930474185,12.998507819941038,25.919805145263695,-7.9330289117221,25.851653225574466,26.026956854926247,25.837877061631968,23.172001939938422,18.913932762616987,24.97163492838547,12.604816136215685,24.002235695167872,21.95734285627097,20.39745864868167,17.48026599306051,24.719772992815315,21.927257713035324,25.15788050333661
1981-03,5.015361844168802,27.504949677296224,10.98165045844188,23.322355103871207,11.12745953514464,17.982921009299222,26.798971896701403,-2.986899613420605,29.488621870355605,28.381177678183928,28.098857794867655,27.12826896008152,23.989247093671665,25.9814371744792,16.945038003632536,29.001643145525918,27.601395137726342,25.468090735541466,22.22896995159114,29.55923042902873,27.01434223881476,29.280042543764498
1981-04,13.896555254194503,30.09743218055142,12.670835266113329,26.093698716542097,14.110343654572038,24.263860215081134,28.137400902642185,2.098794123039405,31.440567494402046,30.560386916064743,29.574245594165973,31.18682582525562,29.7176762145243,26.58143107096356,19.322504147616318,31.845268390796832,30.973476918538434,29.06594138978021,26.388298111732595,32.61809957352898,30.877436043068244,31.68860005131477
1981-05,17.705671450826884,32.82776337974095,15.67737528483077,27.40539814782523,18.526940360901882,28.048130946689202,29.0691008673774,7.305406680052327,32.77358349629928,32.624788855497194,29.58851109257455,32.64068516860776,33.61025523432983,27.64658610026044,22.071420858363926,35.52871280246314,35.30295509459483,32.608367762489955,29.5138537320224,35.7178203909738,33.98724959762011,33.04206295437286
1981-06,22.076012290848656,33.2860779069428,17.765351053873736,27.657934446183482,20.33321008833629,30.85957927468385,28.807497999403253,9.709097658354684,32.30690666224421,33.009814727621766,29.149357068097185,33.86763167204683,35.21570686999666,28.756759643554688,24.03144793269612,34.96930745442709,37.597603522406715,35.23931229606509,32.03729869187484,36.22364498077881,36.168886334454584,34.54342427571617
1981-07,26.65620139174994,30.38276033319982,18.80382273356124,25.87643266708135,20.436662389361693,35.55961583926356,27.45158225165474,15.643521755408528,26.94733052366111,29.624371991838764,26.533695277461334,31.256358751838622,36.36274328349552,28.365139770507824,23.88505253647315,31.790305667453367,33.59416931394551,33.63676533774726,36.86428302803428,30.657556360638363,32.59302062423144,28.004594941315847
1981-08,25.681502209769384,30.444189100999132,19.37992780897356,25.557546467251274,20.23156525142611,33.53692266911638,27.206813557942738,15.503746430261856,26.16399763730242,28.86621957607374,25.660586971706845,28.114841545952725,33.161258132369454,27.877166748046875,24.642660491635127,30.900708036069556,31.994019523499514,32.7343690175859,34.02542125046858,27.22303454202322,29.569111751980266,25.395859318485993
1981-09,19.665981062253344,29.79025444617641,17.804180840386323,25.738880996098622,19.0976033770849,29.81049134996205,27.28265872531466,11.237059751781036,27.435021746600153,29.808066708196435,25.954788744891147,29.369234240496624,32.14405619303389,27.47945149739587,22.978462211531838,30.95617017392762,32.27208839295405,32.86346118260945,32.09628470064416,29.4471858675518,31.09899758798107,27.36023068463363
1981-10,15.155483786265085,29.25111400897689,14.441149088541703,23.801692045302644,15.220353844052292,25.71315052362138,26.700169542100724,6.238124616484101,28.124329502092895,29.09203220750922,27.242440711127404,30.367041194586143,29.92148355554654,27.31599527994792,20.15247597742564,30.563800444426374,30.45988595145092,29.4567696344285,27.925352847937404,29.87619599841893,30.827371034975435,30.09050746776442
