Model,Correlation,Std_Model,Std_Ref,TSS,Rank
CHIRPS,1.0,0.7574769407414299,0.7574769407414299,1.0,1
BMME,0.8394744472636918,0.6612346308797863,0.7574769407414299,0.6150306277757388,2
CESM2-WACCM,0.830343419651879,0.6878357349067734,0.7574769407414299,0.6021495736540059,3
AMME,0.8029227074811791,0.6332207989335952,0.7574769407414299,0.577858660359118,4
RMME,0.7823559835471391,0.6299859603890574,0.7574769407414299,0.5582121802048954,5
EC-Earth3-CC,0.756689037077584,0.5129176457105971,0.7574769407414299,0.5343017010094178,6
KIOST-ESM,0.7199416420613278,0.4972107351613536,0.7574769407414299,0.5071911675913438,7
CMCC-CM2-HR4,0.7277415420153296,0.6576209658422281,0.7574769407414299,0.5049680720690912,8
GFDL-ESM4,0.6964398208324998,0.4742647339947619,0.7574769407414299,0.4901383999338683,9
KACE-1-0-G,0.6342110489405792,0.637350466990365,0.7574769407414299,0.43400144331605306,10
FGOALS-f3-L,0.8177993652528975,1.0680702590704503,0.7574769407414299,0.416069688667308,11
AWI-ESM-1-1-LR,0.6029174520479521,0.669725992151942,0.7574769407414299,0.40184268884313035,12
MIROC6,0.38678387377666623,0.5050581393067929,0.7574769407414299,0.3185357871911968,13
ACCESS-CM2,0.44002932428608926,0.6021497626496654,0.7574769407414299,0.3172347551170914,14
IPSL-CM6A-LR,0.596367181370668,0.8738526268612365,0.7574769407414299,0.3090243634337707,15
BCC-ESM1,0.3364788281550343,0.5229369032161116,0.7574769407414299,0.2886566693050028,16
NESM3,0.3381568489947913,0.5583947753716759,0.7574769407414299,0.27720430495802784,17
ACCESS-ESM1-5,0.2943538343355778,0.6115079954562234,0.7574769407414299,0.23303672250717966,18
IITM-ESM,0.08967326035220158,0.4798113030089323,0.7574769407414299,0.1976179362797863,19
MPI-ESM-1-2-HAM,0.291768991096298,0.7117386713569775,0.7574769407414299,0.18312219807041574,20
TaiESM1,0.9078160434853623,1.508423553002969,0.7574769407414299,0.17842274579590034,21
SAM0-UNICON,0.9056542161794696,1.5180525769035933,0.7574769407414299,0.1674276623700035,22
GISS-E2-1-G,0.4035724663191254,0.9221927529417792,0.7574769407414299,0.13410994571978874,23
INM-CM4-8,0.839021726079207,1.7492816342717064,0.7574769407414299,-0.10858390627907455,24
