,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,CHIRPS,AMME,BMME,RMME
Afghanistan,0.9236985390909739,1.9727630623236954,0.1437881644614463,1.127299782334625,0.7258808543183342,1.1642980825672422,0.9876366071788262,1.2050062224479234,1.5135986314866925,1.4249473849930052,0.8301744746669376,0.5185397754086674,1.1469209535607536,0.9746287702676443,0.8598572591449287,1.107143447088122,1.06046276914661,1.3271571770882464,0.7868208323404537,0.6732850766249956,0.5185618592576425,1.023695393327006,0.9851825127132152,1.0365330201982699
Bangladesh,1.5384656034403377,1.0548382300027621,1.0529375932887897,1.742547014405027,1.9469887686158651,1.1899297742848152,0.5808161186438731,1.7208250239072895,0.9671941389634521,1.7645777633261142,0.40785475354164397,3.1173036304058535,0.8419342440388592,0.6138422249251978,0.8899072159414294,0.7700162548455394,0.36367968046163945,1.6176338412238698,1.1058716184949227,1.2572005873933887,0.698017021511362,1.2272182040075332,1.1018143483540135,1.2690194892253732
Bhutan,1.992898810068094,1.3258708754686215,1.0941994876642789,1.5892650160814015,1.8687233514022346,1.728441564705929,0.862684707160448,1.7933246298703263,1.6196051063991894,2.550707021519003,0.9839239395398816,2.0841979695646633,1.7552839734932564,1.0019639988939275,0.7980398427937015,1.3589263528177309,0.7959453852962128,2.180852745681638,1.8032406631561904,3.026880031754448,0.1755500601274404,1.6107487736665589,1.356334358779534,1.6955535786289007
Myanmar,1.4590228721305827,1.2798051532006418,1.0143520867034646,1.1250847265585675,1.4006288711118042,1.132270997510348,1.4590445255990114,1.7614236596766926,1.0344201465954292,2.800234012595484,1.2932942476612332,4.154871370484375,1.1997628651808563,1.178797206119626,1.1677417878036702,1.1658332574239185,0.3150846459809539,1.5269016066361278,1.544155309330549,1.6524602751182265,1.5818338283552917,1.4832594811710782,1.2856594693604293,1.5491261517746278
Nepal,0.760894406803484,1.4722671646717154,0.7133471612389239,2.006932186492239,0.9384314801272976,2.6001483660547398,0.8048576411317017,2.711334070945044,1.1717732243556431,0.7318877777030611,0.7401763807345533,0.8576317832027017,1.2547062962313695,0.905311870216935,1.3196938595891343,0.7743685746369423,1.1537972123083102,1.6304314111954856,1.8319051421376626,1.2005451722516145,0.12046364618812273,1.2790220591014279,1.7127074390810952,1.134460265774872
Pakistan,0.29832823599308567,1.1442518786097788,0.08028922809642704,0.6027973715865959,0.2934256075080138,0.7415940088170881,0.44139157202583995,0.6066046132714116,0.7248270497134607,0.6461245376512631,0.4117492262531884,0.19950669849619201,0.48801376124779616,0.40084019924273945,0.43083372533972103,0.3477647359995317,0.29401778102736303,0.5641420026564521,0.5094328845654962,0.31595544064314324,0.11578846818842006,0.4770945279372294,0.545209912466948,0.45438939976065645
Sri Lanka,5.592860612677072,6.520034463081393,6.511651298031286,9.09058987953617,8.67849243930054,10.879731105906023,9.471704341087673,9.208904340946791,7.488198948253196,10.42370429179221,2.720691197251443,13.00447938889773,7.917713200757587,5.102852074791155,7.728643367016051,3.6672848664395308,4.7176330805184445,7.672990549843286,10.526722507815707,10.716797595460662,10.742670394132332,7.882083977470198,9.539478240272324,7.329619223202822
Zone 1,1.083644076598036,1.8498199159456745,0.6869317805328535,2.1926529724522856,1.1666832424210125,3.056808698237382,1.4035502671567106,3.851084545885814,2.302059364173765,3.5511857771172286,1.1269605072183713,1.2131930183502124,2.395795326146463,1.6118381533545627,2.034709262898147,1.4709450454461062,1.8940560432499685,2.5890942398441923,3.037651568488615,1.902920167825771,0.3150153272340155,2.0210791986671586,2.345074553846628,1.913080746940669
Zone 10,0.9499919366197962,1.2700207348045218,1.8441273829869549,3.1665250730019134,3.0097885656774115,2.6043379169726726,1.3687211773540788,3.418611949651463,1.5991968057214696,1.1458483218605087,0.7108622921612079,5.528047016417183,2.4337518112645316,1.006278208061704,1.399222054001717,0.8722215414837684,0.6056104838170411,1.8469851430738546,3.275418600456287,3.578904152467933,1.8277604334022444,2.081723558392801,2.3628449643573335,1.9880164230712898
Zone 11,2.1330771172641816,2.3577190882155556,3.1776180773991243,4.372974943356874,4.391788562583047,3.7564730134178093,2.720213318460038,5.052760869519201,2.44426447582475,1.8068395168996951,1.1951494756395369,6.67027167209056,3.110799393142943,1.2265422461701148,2.7945457399766807,1.584947023854273,1.0116153234161052,2.4497540815071344,6.081277070511476,5.804908393934357,4.1743547545726525,3.2071769701591726,3.9450968171445764,2.961203687830705
