,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,CHIRPS,AMME,BMME,RMME
Afghanistan,1.2577366981778975,1.9035795286821093,0.5577053210999298,0.4968279753932874,1.419888826995822,1.2498271051228376,1.3096268841659306,0.9579527488287818,1.333969734245806,1.0295691281737167,0.6124262624527311,1.1193693963219264,1.1751161848261842,0.5640849458799078,0.5416346007437989,1.5573421650638202,0.8876352513059684,0.6404263200702194,1.0012449300876671,0.6803500871028076,0.5327819774611345,1.0148157047370578,0.9198322991027044,1.0464768399485087
Bangladesh,4.817583539842659,5.440456542562563,2.4522527247683295,4.8194342239437935,2.0978584528175404,3.0088668417780076,6.241200932266248,1.1429062911500243,1.6358059185372562,6.209880889295826,8.26296881638459,8.551472142516468,4.355245733914006,3.4705204197829063,2.474845120522314,6.208197701645996,3.6328111854147176,3.012046915437545,2.8456343691078154,5.65676091012763,9.65608250488086,4.316837483590811,3.8779962975236355,4.463117878946537
Bhutan,8.418648753156921,12.191215689866459,6.694684799337995,4.275884945580487,11.553402844463568,8.673107568891675,6.2546736110204355,3.0935132905157747,5.890157848334034,12.62283645311828,11.25852174061059,19.067283465201147,4.914087599906416,7.067116705489473,2.0043058451096036,22.09868990136788,7.160077359103736,5.667147381112471,8.89347530494744,21.870847540047787,6.888796922333356,9.483483932359109,6.0202894551099275,10.637882091442169
Myanmar,4.24750698893911,3.3573899116456185,5.030006574590932,9.023978952421938,3.7159014135973254,4.015736244883918,4.072121098012787,2.3850598015735356,2.5213520171179082,11.493414455076385,5.228728100425163,6.186814581741696,4.978904972029963,5.452443013776139,5.251621026203207,7.645758612190351,4.567673200184039,5.878535808675262,4.692180628484827,5.6938771284354575,6.571070334289926,5.2719502265002784,5.411127590001335,5.2255577719999255
Nepal,0.9635750695143477,6.176850995219846,1.7218834425507874,1.3201559114064423,2.036469827073992,1.7509991391959943,2.282058560675118,1.2567085911502587,1.2601021044122318,1.0142467453842041,3.154126095493631,6.6121896253555805,1.5710976151301475,1.33050905240968,0.7988907998303909,4.545869782542429,1.7643391087364537,1.4981672316057586,1.6440941107656144,5.466321858329683,2.6630504906183456,2.4084327833391295,1.559239704374712,2.691497142993936
Pakistan,0.388545153400384,1.7944636057674141,0.15019296453384387,0.17441299339835828,0.9529510516569311,0.4619717948931901,0.6476636032909986,0.25919284663763803,0.375615349652544,0.6593162096692807,0.4579401321475666,0.9705603411029361,0.4114878146744489,0.2904667468309794,0.1545431739922242,1.0177044513449163,0.23690863738363846,0.1497214754266803,0.784699179693246,0.6406194487350421,0.3359411145626633,0.5489488487116131,0.44465814905360346,0.583712415264283
Sri Lanka,0.9083302384494667,0.9855423029852726,2.3075470097026853,5.576490915901811,2.3845142929620913,7.145347972091249,3.0787521996483203,4.674103519523143,2.572401269992384,2.2898667688185137,0.7406675478069262,3.2224757722680684,4.548771902384365,1.214244594319713,3.6717657948460727,3.571307165551601,3.347748686664541,1.5644976856372024,4.5036969365533235,5.820015614264615,5.864806359872354,3.2064044095185684,4.7952107638081545,2.676802291422039
Zone 1,1.8341999704690772,5.297765444192147,2.0669609283672323,1.1749717770188637,2.703671024101607,2.786713626670313,2.5691789873191735,3.4388224269156074,2.5433947744790384,3.522142528802851,3.6690667440840854,3.160044647752155,2.45461266346339,1.4823134615941658,1.1698994569449919,2.8195125947175916,1.8264110230194321,1.9106912490568277,2.208662273330938,2.9632314591504203,1.0799455034631928,2.5801133530724956,1.9818852242568563,2.779522729344375
Zone 10,0.2647309593744105,0.2133211274716319,0.9451538685884129,2.3075403185303056,0.9904251811448194,2.0255256317294843,0.5335657550826934,1.18463817139954,0.589978077502832,0.8738081817661282,0.5430401749490434,2.4094258012950203,1.9103047954140582,0.42681539237761884,0.855038804572201,3.628574654324156,0.6256438612220078,0.4062167617342886,1.0398161812936657,1.6468654513983676,2.2695739584140946,1.1710214575585343,1.3522973382416699,1.110596163997489
Zone 11,0.19877111479744236,0.23632492646496114,1.3235894989484667,2.3950560919996806,0.8353524543793286,1.9968999172133342,0.5710108162789,1.4492331132898217,0.6280868748493982,0.7247863510606456,0.45754422740326506,2.0432760702723978,1.4916389270578296,0.37439617213881166,1.0674140345527912,2.47811090805284,1.3085176752205192,0.72648990062247,1.0611569999746033,1.3493720968111538,2.143470301064533,1.1358514085694331,1.4183075720038618,1.0416993540912902
Zone 12,0.21611955779949785,0.21089923379294606,1.2596432202420187,2.830195932322768,1.6454873493687416,2.994027783980202,1.0876714457447174,1.8652045174450564,1.100188947608503,1.521364459811032,1.0662200142684493,2.930377902880159,1.8915674297800569,0.3040044821110817,0.9882239836091647,5.454997628524697,0.5623521059906372,0.6364743649310121,1.115501970656392,2.414749217657184,3.3477600914966743,1.604763577426216,1.8031242232626485,1.538643362147405
Zone 13,0.032836815343591196,0.05766007999661987,0.11653788473811365,0.047390089507318975,0.0494772727882795,0.10270110516366471,0.035848428174760534,0.09078081365294756,0.03297216219851252,0.4992977124289034,0.14341642998551715,0.3114439692064466,0.0697310703090234,0.0710541053827911,0.029253651069467368,1.071573721096756,0.03653296612918892,0.04631719248538758,0.057079620105296006,0.05354579248483654,0.061623733080943724,0.1477725441123711,0.05445457880410147,0.17887853254846095
Zone 14,0.10496435220569689,0.21191207147119284,0.0945304955934643,0.021398680385031957,0.23515839713607561,0.10856291657685412,0.15355096913313881,0.04505716235801377,0.03775795490479964,0.27794499322593097,0.37193108827941446,0.7185851241053891,0.10186329312232058,0.11166511544232766,0.04192141040548824,0.887984803531826,0.06890112085682573,0.022337395345113753,0.4974076047945685,0.2711195894609211,0.2934088340132027,0.21922772691671968,0.16456831625901625,0.23744753046928746
Zone 15,4.580695867984875,2.103303675546407,14.872939565659538,6.355884829649918,3.5343451482752206,5.891245968711034,5.474020762631081,3.154118930312579,4.771980510781663,3.5621003315948374,8.519331638242681,3.9351257325239097,4.830029112053509,4.613126424403777,7.460477574460201,8.718912617121761,17.65850406750866,9.405044277264711,5.439026668753938,4.826671494442616,14.04626594114412,6.485344259896145,6.124131160841235,6.605748626247783
Zone 2,15.579573555948965,13.999216994008474,5.684088053696377,5.924988014725181,12.018961913337133,10.0846237857723,7.583664037898592,4.863924743528946,8.16999629018593,20.19224872154465,8.747069262550545,9.973384056476906,5.989410637986665,12.573794328309637,5.068635896497285,16.541587520986376,6.889320261580666,5.74479458571321,12.20280900014118,17.127230302529682,9.13167185077037,10.247966098170934,8.172944147006907,10.939640081892279
Zone 3,1.3338686269908342,2.74757510578056,1.9812617365761742,2.788423699967999,1.481974859366229,2.386554418530814,1.962070923453183,0.7684354904233717,0.6814603262719904,1.8198336489807332,1.5069572410521164,7.472933924615398,1.7873890379927209,1.0255587771984367,1.7523436478665022,4.13768811820617,2.9729647446895164,2.237638538391938,1.896916925568431,3.725377630993045,4.310402457662477,2.323361371145808,2.1572619230773857,2.378727853835283
Zone 4,0.3622097097249122,2.3899657602426294,0.5934886969407045,1.452100052144779,0.5589437605885157,0.9902652513232318,0.8503027613854846,0.43897237982074655,0.2784622516472557,0.6231823176080238,0.6581710404408312,3.570560427046257,0.4592696832115212,0.4800504427259225,0.6537430013405183,1.3219424683967633,1.0463725446624839,0.702564628890618,0.8437285515033848,1.2009055395609203,1.6944989911758555,0.9737600634602752,0.9580279235394797,0.9790041101005404
Zone 5,0.14314183795297167,1.4786209273429325,0.22149979455083216,0.25487127951345157,0.38689057085834255,0.30598746141332267,0.339165961736502,0.17982603372542239,0.1217275014782231,0.13931920933038883,0.7202104209496221,1.422884248389158,0.15378588171090218,0.2690388065220542,0.24462441336260704,0.8128676741461076,0.21505885903127392,0.13007718036481056,0.57599943062014,0.6093682637580603,0.7201296543671228,0.43624828783785624,0.3441297093292046,0.46695448067407347
Zone 6,0.37171686181148456,1.8116948016883785,0.17667838865253463,0.19616062239986662,0.6461931495388885,0.3549312502800457,0.5176308861367599,0.1603905084823578,0.2550027393894578,0.5417577902230284,1.2318079754569746,1.340048340291426,0.31666685056722166,0.3164796479857144,0.2123179506151696,1.1659557864770504,0.1799932505666648,0.09128055485355521,1.023333052204364,0.9689860676316852,0.5887081115610728,0.5939513237626314,0.4608747523272411,0.6383101809077614
Zone 7,0.2541745362975206,0.5470711749421081,0.8162621064715276,1.188825155449467,0.5885723511323527,1.228954743236917,0.4872567859618358,0.7894065689881077,0.2367275744862247,0.29891880590726094,0.5651971574496479,1.9565119669184678,0.949282459045817,0.3783230246774784,0.7887962835854431,1.92567865683596,1.017003853160358,0.7908124369183326,1.0508769411113825,0.7719580214714891,1.2266386460400964,0.8315305302023849,0.948941981869009,0.7923933796468434
Zone 8,0.0824514962031827,0.18093618509924858,0.1650982749512306,0.19747791194286562,0.24770955967082303,0.2141342033765554,0.1267888029791004,0.12604907962890516,0.033310356259476315,0.11871206367901133,0.4445582374243034,1.1359247277533433,0.1367578210437694,0.16609582704716733,0.12755419275623586,1.0949201438458298,0.09699002318936352,0.06403557313975071,0.3307887118127951,0.253837950228458,0.2474399955173376,0.26720655710157076,0.19934876457351042,0.2898258212775908
Zone 9,0.09754531912339712,0.05916175239276675,0.3320524021867557,0.49298941002972657,0.21269906112135484,0.41757453786270393,0.07489085455443384,0.22252152062298422,0.08327567985770785,0.3171105600977764,0.22067326569632464,0.7616425181317468,0.25163853587833546,0.1132489051323032,0.13742409486997337,1.7893698926825718,0.10789040507153322,0.08935083367841787,0.19303129534655095,0.2155221201325449,0.5214219435655744,0.30948064822349547,0.2631820385326777,0.3249135181204347
