,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,CHIRPS,AMME,BMME,RMME
Afghanistan,0.25892215542514246,0.3527197426700046,0.3247695393781594,0.11529086205455379,0.2593601103699209,0.6403659864077013,0.1310852643051995,0.34009617051255503,0.14670736977144194,0.3613279928310611,0.1369830285223279,0.32508264918396307,0.47620446204473066,0.08360587302778942,0.26501727726290497,0.17466406508547502,0.3023750557627161,0.07864618236142945,0.07007190328379366,0.18067639386878226,0.15572846777811145,0.2511986042064826,0.2443662586628306,0.2534760527210333
Bangladesh,15.601870707004416,22.31512118215953,7.919687272467617,13.021537714618487,10.97776680703007,7.546952187186652,8.92858208269161,7.910248439671743,8.374641509787036,20.362642859343367,7.160524625171314,15.487650372041385,10.99554450992198,13.054427768898062,13.734813420646672,12.163713204925815,5.573586332666777,12.165247619637526,17.25596613823101,9.252831577161956,16.89320580142649,11.990167816563151,12.097570308674888,11.954366985859238
Bhutan,14.167217285196486,20.811152186514768,22.500254284823217,16.248395121384412,25.47058657039997,22.601003624323344,21.485057544555485,18.00710798029229,16.46078755258259,34.94482069330617,13.71912836597015,12.026454931950115,10.415887568577691,13.965666081502146,6.350093179296055,17.39771917217991,22.6314922068914,23.546298422426485,27.804787007060835,45.69303997487817,11.569678818709761,20.312347487705583,18.897867295324026,20.783840885166104
Myanmar,15.1938968963518,17.374835777966272,8.179731966725226,12.01556415419898,14.078847555995544,9.837996692017153,13.076241924477797,18.48644516529814,11.966330171893238,17.47755984014451,6.492522592540631,14.200347787268374,13.319157322441129,17.325043838660307,10.293876218765181,12.57003732342004,7.239522621224531,11.408650150635337,14.32173205739509,10.340206382742414,13.089327820627242,12.759927322008085,11.909082209370842,13.043542359553834
Nepal,6.412085430583153,17.73785068656032,20.609764274500854,13.64671013895348,19.658350492973785,22.82657916642765,14.745677538518441,9.525917933773497,10.60947222864142,5.251663984132304,15.446990732056353,11.331088147259354,7.976134965847458,7.081096519290537,4.330139335959225,17.0396995345941,16.63238419906131,18.38144550707711,14.87317883542114,33.01893106537569,11.162737928974503,14.356758035850358,14.084457003055986,14.447525046781818
Pakistan,0.33805294167400995,1.3462998396237627,2.14606724993472,0.5928220417348089,1.237531800862054,2.7608989935298336,1.171430807775744,0.7006129830522837,0.39106129303577236,0.5230065932288601,0.8076562875352612,0.9602828757053534,0.975905466697584,0.19098383773720418,1.484798211749488,0.3195127965486806,1.5827116403491566,0.2405611371198989,0.7260176694094724,0.7398825135048568,1.6408468675102668,0.9618048490404403,1.3471935448398693,0.8333419504406304
Sri Lanka,6.190268139896114,4.954426420484044,6.580315982500557,9.495430511816451,9.79040866928887,6.639565737028976,5.582805169577449,7.686765240326065,4.844265838610449,6.507460536333299,0.4300697489986459,4.793570940262701,6.269514766348094,6.797318769063974,5.889980836680327,6.237883700957257,3.4059034816535774,4.60506738664226,12.046883761047125,8.044398594406,3.5199453657222763,6.3396152115961115,7.930933203230067,5.809175881051461
Zone 1,2.5764831498924794,8.873275614684717,7.756185492046867,1.7506880790851174,5.734154295794785,7.888671135836599,4.129630853966003,2.2548793240875376,2.7245391697762273,1.5099603283605947,6.850430480276586,5.825525879383265,1.3258197515836418,1.7406378262818638,2.538624177936536,3.7895918548888363,6.051595123272703,4.2880742554075075,2.758072793806953,6.851826909593569,3.8958783589548536,4.360933324798119,3.8131374081262415,4.5435319636887455
Zone 10,2.3035649167119927,2.2652091127303797,5.433181726044449,10.739204008886071,10.73374609836641,9.716149470645941,4.688526469186259,11.552470421321964,9.290302971364687,5.967716909805664,2.1401010748062883,9.299333125446797,11.23279425721114,5.865409717172159,5.99634939811209,7.14484093356424,3.811745426312344,5.66296794185841,8.450509359046992,8.03358564674263,5.455951050368465,7.016385449266845,7.91814774117547,6.715798018630637
Zone 11,2.8823039851934857,1.9613890802708507,8.58729629856828,8.391522731808847,9.903236196810258,8.26137846137857,4.243184424274771,6.485205620624926,7.7577560695755565,3.2521671300955615,2.8781720290147006,9.233581729963984,6.465196686313824,5.006629442112934,4.946716070738965,7.513714838848582,8.729122213997174,5.53118801072091,7.182342749798216,6.281829674921774,6.399269813976034,6.274696672251609,6.605028887599873,6.1645859338021864
Zone 12,7.254129724727226,7.8383511396942405,7.180343910274708,13.765056148671064,17.400369491447286,16.38356064125744,15.329587956256987,23.18239870254786,12.983969360037133,11.849663841206489,4.440044013772585,12.577865469036109,14.546436378461834,13.153050749714883,8.706805553295714,12.606520523266383,3.505289587317006,9.512271677216479,18.083562131938066,13.447590426996996,20.284054745401995,12.187343371356823,14.453714486283854,11.431886333047814
Zone 13,0.33050215322157994,1.2004613843954062,4.140245211360893,4.533781994313339,4.86576013131572,7.250814518553499,3.245633602824672,3.9314613840533674,3.739817254173896,1.1794816150091303,2.761855278390531,5.500651124918642,3.7675853115143108,0.6090451547141342,4.591007659442732,2.501276766695712,1.0268532206019807,0.8139277972456136,4.632783366783599,4.005714156266629,8.622479676290597,3.2314329542897693,4.850804228383569,2.691642529591836
Zone 14,0.1270522117459737,0.3066932983922921,3.762910034284365,1.30281804803336,2.4683888249202983,3.652887239208509,1.604538990310295,0.940368345992156,0.5209984903581925,0.5508965292699235,1.5148044856232232,1.4444170044067055,1.6524100998832634,0.11126319840255476,2.8015132908758096,0.7268840144713896,2.146769104470085,0.4469846154938003,2.3597417240792233,1.0824124441635847,3.656769574984175,1.4762375997192503,2.3442998585014396,1.1868835134585205
Zone 15,10.654625866151525,10.402059067270928,11.309022201738912,8.648591221060057,13.635475882735854,12.544282517454443,12.416292541446365,10.412877074607636,9.118799709007044,12.621827710516937,7.971731763597764,3.77485196761828,6.216789332991902,11.147102733885317,9.574463004243592,10.60370371377253,14.18230141993626,8.737181639676475,8.716957513857437,11.018716964922374,14.56809680888397,10.185382692324582,10.38011735961238,10.120471136561983
Zone 2,17.24486586339977,22.438531757227196,11.01469215315562,12.321422732375286,16.224248494724588,10.157628942541434,14.272820416188258,14.23272002832661,12.995310820575158,30.280142961549473,7.765103035290505,11.048880014749018,8.957217281699284,17.226429410848166,9.961002982416229,13.45720788605916,10.855249672701389,14.113623966282713,18.695536722700094,17.864126830980986,12.36347505265427,14.556338098689547,13.08168235924426,15.047890011837975
Zone 3,9.308184199622845,11.726002287072594,8.958151087547284,12.80768803435892,10.207718022974873,8.256337858913634,7.973140638641047,6.673848731355319,7.650912842525385,13.256371638387298,5.461308880845228,17.36465235007481,8.22260866629903,6.693095824142349,13.370318507407859,13.861512311239986,6.215048160402176,11.469701529960536,16.49952095427844,8.789394640563836,12.134192858888033,10.238275858330672,11.78140119871998,9.723900744867569
Zone 4,3.9237749299491695,12.2040167374213,7.537763108500648,14.409959090760152,8.451835470378208,7.261983676327709,7.742662323695495,4.600246485880642,6.321408559607924,8.207095210445553,4.821641604999922,12.820329281515662,4.370823854221521,4.6086935379320755,10.214329040014585,7.971655532995656,6.641109720389557,9.8079055181487,13.989909980071516,7.1854305926627795,10.949422733802873,8.15462871279594,10.72376882217389,7.2982486763366206
Zone 5,1.5614509001337502,7.652982462215476,7.799020322020192,7.576610333214742,7.524585502220035,7.108268041081015,6.7045500419243185,2.396022985249365,3.4531125170677437,1.2412879040059965,5.910430569595631,8.328309404986499,2.721511307105597,2.193902220318114,5.684632008783354,4.427201147293715,7.038296927840895,6.393960659322859,7.446601004810635,6.332935585418365,8.65638727116146,5.474783592230415,6.904132285962812,4.998334027652949
Zone 6,0.9420354349997275,4.046444410494097,7.285409206161135,2.3905708479864627,4.7132883395522285,6.002088356520715,3.790915799878274,0.7346261678459877,1.613569532944512,0.5709627812978014,6.839999490282063,5.074278940256562,1.6996538293348284,0.5667772945102184,3.4208216279656116,1.5702770428002073,7.139021333085808,2.0118723940228582,3.239524044297193,3.1174522632813075,5.023318247191413,3.3384794568758798,3.7687841353296516,3.1950445640579557
Zone 7,3.884918363100712,4.131106061955794,9.962351235716486,8.739783642585348,11.03074723212514,9.851215619844133,8.953251817195126,7.459265720441051,7.431493556418938,3.204086053900164,7.896409611431183,22.631285376808194,7.789262062146941,6.611369393971227,7.689439899073752,14.562564317344851,9.107100630896245,10.872364768885955,11.690640175746367,7.972456740010823,11.950439462863734,9.07355561397992,9.384866230888944,8.969785408343581
Zone 8,1.0064250357531943,1.5626105928819705,8.95106453416281,5.14891755961066,7.141628734718911,7.440091505752921,5.575697049703629,4.375274240901555,3.360853308560049,0.5611666439513734,4.008634158366608,11.592659974528969,4.073210269464301,2.1889448891934356,5.160979736869108,6.861859886314655,6.896140826946374,5.396368268020641,7.607693194055838,4.381262489115867,9.54441441700762,5.164574144943644,6.186675809198431,4.823873590192048
Zone 9,1.2948853983237334,1.9807041990899625,7.343110079091069,9.885329985172588,10.325626788032132,11.80304414291754,6.325952847511764,10.189481197609862,10.883662499458294,2.676264669716927,3.4160196316184215,12.881386169371684,9.457784251541362,3.023585193993575,6.514976184780754,10.385558962233251,3.5738850124309294,4.724284113783079,8.671296561586745,8.75201293995607,8.956526070736967,7.205442541410988,8.640119944393877,6.72721674041669
