Model,Correlation,Std_Model,Std_Ref,TSS
CHIRPS,1.0,1.4814117557582631,1.4814117557582631,1.0
ACCESS-CM2,0.8395840954132154,0.7694880164585313,1.4814117557582631,0.5541312284991182
ACCESS-ESM1-5,0.7643558038535394,0.7344373773815782,1.4814117557582631,0.5060874009208711
AWI-ESM-1-1-LR,0.8370851514942047,0.9339880674442183,1.4814117557582631,0.5864920791997937
BCC-ESM1,0.5448578344481475,0.7691370544150553,1.4814117557582631,0.40679317350649136
CESM2-WACCM,0.9487952088973008,1.5858437762375526,1.4814117557582631,0.7606274095750334
CMCC-CM2-HR4,0.8077581126061697,1.2498501031511626,1.4814117557582631,0.5823770682489964
EC-Earth3-CC,0.9572701528207848,1.0511992428090629,1.4814117557582631,0.7307622954309666
FGOALS-f3-L,0.9100413299418282,1.8458000640686718,1.4814117557582631,0.6227233608765057
GFDL-ESM4,0.7995531842551431,0.6153083472310161,1.4814117557582631,0.49585481714567314
GISS-E2-1-G,0.7855168856235031,1.4101199799124917,1.4814117557582631,0.5468783241504136
IITM-ESM,0.5390372983085626,0.6608747818594166,1.4814117557582631,0.40080303744572765
INM-CM4-8,0.9028434584154327,2.55420545596386,1.4814117557582631,0.3444655999756977
IPSL-CM6A-LR,0.8299589108857454,1.1410470713045717,1.4814117557582631,0.6033047811438783
KACE-1-0-G,0.5319469457550189,0.598306169550257,1.4814117557582631,0.3944280811256593
KIOST-ESM,0.8571382493535478,0.7657545661181383,1.4814117557582631,0.5634967384323615
MIROC6,0.7077242197752462,0.6831549281736815,1.4814117557582631,0.4708853417703097
MPI-ESM-1-2-HAM,0.5765816633675055,0.7001637317411807,1.4814117557582631,0.41760882592148285
NESM3,0.4394849783156715,0.7491576985038861,1.4814117557582631,0.36311771971675955
SAM0-UNICON,0.9367401085731439,2.091728496447595,1.4814117557582631,0.5826428655591884
TaiESM1,0.95067843002345,2.370427425147051,1.4814117557582631,0.49109094629448347
AMME,0.9291015485467672,1.0344132431809054,1.4814117557582631,0.6917328263254411
BMME,0.8916224528930277,1.1329216891634628,1.4814117557582631,0.6675064233313635
RMME,0.9354825542925199,1.0098750125890592,1.4814117557582631,0.6923645550360092
