Model,Correlation,Std_Model,Std_Ref,TSS,Rank
CHIRPS,1.0,3.708595092346398,3.708595092346398,1.0,1
MPI-ESM-1-2-HAM,0.8977305371832545,3.890500617102406,3.708595092346398,0.6706237898954073,2
AWI-ESM-1-1-LR,0.8806595127601672,3.3049189233894563,3.708595092346398,0.6649262037698164,3
NESM3,0.9089621124672025,2.4797411183766394,3.708595092346398,0.6597506695103553,4
BMME,0.8906911776731875,2.318179784996981,3.708595092346398,0.627698425673648,5
EC-Earth3-CC,0.8849486519264292,2.2897624585205416,3.708595092346398,0.6202387452863045,6
BCC-ESM1,0.8579503870442446,2.4725135729538574,3.708595092346398,0.6123799910370056,7
KIOST-ESM,0.9145843125633653,1.9623572439171852,3.708595092346398,0.6049653971599958,8
IITM-ESM,0.8284469835104337,3.3515600692112124,3.708595092346398,0.600410973618902,9
AMME,0.8212061021831438,2.861676544695505,3.708595092346398,0.5949827338813295,10
IPSL-CM6A-LR,0.8859509727925241,1.916475615489385,3.708595092346398,0.5808410415301277,11
RMME,0.79300056153829,3.083361701084144,3.708595092346398,0.5683604706989676,12
CMCC-CM2-HR4,0.7765442251057659,2.7980393744223186,3.708595092346398,0.5542051190509099,13
SAM0-UNICON,0.7404432963055363,2.983014065035064,3.708595092346398,0.5225966145800155,14
GFDL-ESM4,0.7522311453987409,2.0923185351359033,3.708595092346398,0.5154841608157317,15
KACE-1-0-G,0.7236756201272113,3.003541625526228,3.708595092346398,0.5082043426841352,16
ACCESS-CM2,0.6851829582938139,3.6111474947056244,3.708595092346398,0.4460233938318967,17
FGOALS-f3-L,0.6681910661234681,1.458215688089459,3.708595092346398,0.43913398913004364,18
CESM2-WACCM,0.6021182986292282,3.174383495177299,3.708595092346398,0.4075957187674719,19
INM-CM4-8,0.5936095099853862,4.234519221498417,3.708595092346398,0.31146751397760397,20
ACCESS-ESM1-5,0.5049249435939658,3.695909077311292,3.708595092346398,0.29758459541431825,21
MIROC6,0.6833155262241402,5.225683532699914,3.708595092346398,0.27205607686845046,22
GISS-E2-1-G,0.6325613454286746,5.0170679260893065,3.708595092346398,0.25212262836865507,23
TaiESM1,0.615208248820027,5.385629348130815,3.708595092346398,0.18695713141488146,24
