,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,CHIRPS,AMME,BMME,RMME
Afghanistan,0.45697700286593046,0.9172582897273345,0.1683626231191473,0.1674623357456704,0.3965534213838239,0.33677352030628926,0.3703531965732645,0.3925832470351105,0.35901527913461595,0.48118953723851887,0.21448230806762528,0.45194343026638667,0.7485476364865999,0.10951262925281725,0.27088066532243893,0.3199403295730153,0.1264579548833825,0.1647325714545606,0.1656643224512849,0.1398062868765655,0.11917620954149216,0.3379248293882191,0.2622268080797896,0.3631575031576957
Bangladesh,4.581976257372815,4.461820487048552,6.1709905795283575,13.058180783707948,6.6970732117594345,7.549603533613128,8.248251681859442,4.921834299133279,5.872733321160388,11.13702471565914,11.639571000322837,13.924860426790113,8.056994571025507,5.422129403874173,10.095548601619198,13.393936608480137,5.618935117439025,9.584010897069236,8.987099500965087,9.518632439444698,15.575202395709669,8.447060371893622,9.58773682035296,8.066834889073846
Bhutan,9.422576092024991,15.128077745378883,20.589376724221218,9.836904470549698,20.234250072718126,23.112735223171217,13.772513902113978,10.124132573954867,16.341059306571267,21.78447817474293,16.87178970128462,18.802172803857122,6.536615913423913,9.062621768249524,5.2202560832353075,25.65099241933343,19.386131122804755,17.00659836423407,19.704046069902873,47.25547907559903,11.319955581233582,17.292140380368586,14.329291149794615,18.279756790559915
Myanmar,8.063871940571559,7.342456829590759,7.247987570333661,20.267364432519635,12.684667647363389,9.770003288985048,11.22036332088285,13.872343995472946,10.61814323356897,17.428388222629746,7.566336225631873,12.962791645585158,9.43067580167438,13.669310402362228,9.563802481108276,13.50538919131881,6.984933801642053,10.876805600905227,15.029987444704304,11.750867720042422,11.795938678055625,11.492824539844666,13.170304193640023,10.933664655246213
Nepal,1.7410510804784036,8.515217810800737,11.942869488104407,4.539987289317304,7.254933856762856,12.219999328132214,5.139927424575438,2.1335178815140026,2.777658430185693,2.04200499063596,10.18372458546422,10.450211253529298,3.0818850149905894,2.2755550498116395,2.660337837955367,10.059892955800331,9.066742609449236,6.4273105865864775,5.04210208546041,15.116126554281657,6.686429154763448,6.633552805691813,5.920470793088147,6.871246809893033
Pakistan,0.43291377001891956,1.5071040781197909,0.6227679430599277,0.3314668565332177,0.5878566501267143,0.9299209447718566,0.41199847767444964,0.29684668109750983,0.13152037570750916,0.7568185647900203,0.6347880051614481,0.66891235020399,0.5913564331327028,0.2299083923905779,0.3643228369713846,0.5197880207551187,0.4743568660245227,0.14415956695135937,0.17719613643037238,0.32012044385377014,0.4847065738439125,0.506706169688758,0.44298105047625613,0.5279478760929254
Sri Lanka,1.6598969810064885,0.6331527666803642,3.9678336160791514,6.718465309519329,7.169676103078897,4.610884645290226,3.812718473798099,4.942962075379835,4.052203374313609,3.850015467941023,1.2150910345762889,5.3605241039960685,5.489052109730469,2.7897110409747388,5.850340443686643,4.993846499339888,1.1518515781798835,3.134266939651094,8.41351015087298,6.0224290405693175,4.962293495821867,4.29192158773322,5.881183804633456,3.7621675154331418
Zone 1,2.5409897244185338,5.788623222366715,3.1357084412272496,1.103786846274356,2.3179686939625963,3.2331629591353117,1.8717629895953052,1.8704413914468436,1.3846541958710414,1.9719708395297204,5.02010960296811,3.6772950153497423,1.8773231440027889,1.8908125519948096,1.6698270768336907,1.703499738425818,2.458166918896456,1.7021527715351326,1.3207900938012258,3.3336783595579718,1.836263004733725,2.493636228859671,1.8398659931279777,2.711559640770236
Zone 10,0.4612342021965833,0.2659887135000377,4.463494182341238,8.597163736639828,6.752569606369427,6.357720464423598,1.6209003245150846,4.048503214386445,2.0373640264612316,1.8395717177398272,2.908115625811026,4.588974638508456,4.768218953763788,1.580574614776567,4.469260256030899,4.575127880828539,2.438484751360769,4.592729116659928,4.4628556154142345,4.775785687844323,4.164008602791442,3.780231866478592,5.101580079404729,3.339782462169879
Zone 11,0.4438527964033244,0.2996389605413642,6.45562963310698,7.105222654230196,5.388622285611596,5.745380508776681,1.6796817742951402,2.6409803513619865,1.9328159425988682,1.1808609709534177,3.0307013784759462,6.320419596154869,3.0003663830969463,1.394366970523021,3.890214381771551,5.029986367386937,7.073730853194331,4.564554352816178,3.2538025421549754,3.1084907657185488,4.372207433887012,3.6769659734586426,4.334860372245708,3.4576678405296204
Zone 12,1.4106225402789294,0.7698247142915491,6.143927772185082,9.478534179984445,12.193190852768035,10.20133217901112,4.540275474302118,9.756034895613503,4.1576863455075594,3.532329353495664,6.387898758609707,6.107573174164865,5.328089163467301,3.043897975551596,6.148818980046407,12.694833001264403,3.118977526399249,7.841679621096158,10.131940497981578,9.674566556780475,17.407175598409555,6.633101678139988,8.100180262265134,6.144075483431605
Zone 13,0.09412450400919209,0.2179553289062357,1.5908306890128128,1.6322997847490708,1.3546663837323412,2.365522657664647,0.27453981163811325,1.0926330897107999,0.35951956365942106,0.9258501914219404,1.6292794243037656,0.9134737752371627,0.3540691699224555,0.14148041219909016,1.2655652684604606,2.882967443356127,1.1907832247309988,0.6832781933617244,0.9596694725813978,1.5738131648160978,2.674485122129358,1.0751160776736928,1.299519399018738,1.000314970558678
Zone 14,0.15050017391325637,0.1705889137106465,1.1964304328230821,0.609915232631566,0.5753775450990459,1.1596023596525924,0.24800465536568192,0.4039880893575981,0.06015211262895484,0.6126265339100331,0.8757768374346233,0.32036664118689706,0.5950725822706852,0.10630605179409004,0.7783758993442155,0.6240178951606045,1.1678080542704972,0.2588029244811452,0.27861327588162743,0.3449861271028558,0.8799448244372161,0.5268656169009849,0.6149022845751366,0.4975200610096011
Zone 15,4.7628312061966644,4.427691115004088,15.135897188467034,9.547024618673039,11.143635588298606,12.265008620894122,8.750843392358563,10.19515261157365,8.274386271264737,10.167376305441556,9.400039346401023,5.085020876568045,9.154660189933448,4.867636256612844,9.104468261321223,14.114043718068254,19.084430780145823,10.619160463697417,8.039633936497767,10.130178513454682,15.737043563561485,9.713455963043629,9.541395765948943,9.77080936207519
Zone 2,15.092718188428467,16.077847360188155,11.258411525209464,11.517405144137507,16.570752618361,13.793200194422289,12.074136793446852,10.826615037493664,16.772577290246225,25.460643464189133,10.782126569368227,12.893435858711753,8.063534653057202,15.339162316537655,8.745069634940142,18.98555358121115,11.319018528762316,12.987749941120635,19.17267373413692,25.597749020663883,13.05805135682662,14.666519072731631,13.060497100216743,15.201859730236595
Zone 3,1.5233338084596857,2.6157176969219758,6.544249303540922,10.280878825160324,5.2988325268443495,7.597757567028108,4.000878287192919,3.1128468467362578,2.988912784410777,4.849768250713424,6.365898266567949,13.3859281951994,4.415171811415868,1.782351428687264,9.576640267394543,14.052804238758945,7.32163514124609,7.588788840121257,5.926401412028771,7.009722464845429,9.508405557750967,6.311925898163714,7.476511271760933,5.9237307736313065
Zone 4,0.4595163830425896,2.885255853911508,4.955933791095269,6.327221261052188,3.9067052471578223,5.730412950194727,2.366578602911912,1.029542399589674,1.1122983490357403,1.9604468280804355,3.7891450717288317,6.5090528561112935,1.4529199943832982,0.82133964106758,6.335108682726181,5.181449281292882,4.189086240181588,3.7059704278410908,3.252232579017435,3.64213986913788,5.81336558639611,3.480617815477996,4.802310815180489,3.040053482243832
Zone 5,0.36419791130110335,1.2974789371855044,3.1510631958921045,2.0894107674492983,2.2875980589206466,3.629923994075259,1.4539089651516328,0.46127294747802805,0.2404802262734539,0.39702284658307574,3.0370267960087864,2.5241667211063117,0.6511528897882004,0.4752427808202957,2.2108436663874613,1.4810288913600727,2.9632798103378586,1.3654653792633302,1.1569201459970846,1.6835666305196635,3.445184965529658,1.6460525780949586,2.1082015078121477,1.4920029348558954
Zone 6,0.7868360049759214,1.738549859227562,1.9288261674371465,1.027366066592909,1.117027103357441,2.2851652086384364,1.1102449722104053,0.3226644419774872,0.1951665413395787,0.5873456059215766,3.2290454801466595,1.7799715311614448,0.9611472587094435,0.49590107020197005,1.2630669913172163,0.6372890032448053,1.9595017934581955,0.4691920631219846,0.5171450694793771,1.097168584281402,1.6460682494088732,1.1754310408400481,1.2405976616476688,1.1537088339041743
Zone 7,0.28039909799839796,0.4597686465891551,6.716755969042545,5.762941704208993,4.133604102050584,6.170902233912116,2.0456197483166485,1.8268886681928003,1.1258310457655798,0.8176804212788066,6.383058413559948,5.300592255190156,2.5087987545065893,0.8089963468009376,4.753551788008713,8.390792443884168,7.303680133475544,5.898138605098076,2.790518699943394,3.8433181292558887,6.534748272384517,3.866091860353952,4.3047068348779725,3.7198868688459457
Zone 8,0.13269919587758694,0.08257601861480014,4.680360646742386,1.570634560135181,1.9740835846968579,3.0863229981036975,0.7774111829510114,0.6658355349050029,0.1614900468225166,0.3126364477818229,2.8030003818761124,1.448040601543344,0.889245487061767,0.2806384529939357,2.1974914870726954,2.6971850678455773,4.601154814522836,1.8956667108601755,1.1877465288616234,1.5380102237620674,3.1319698758487844,1.64911149865155,1.7639213514248422,1.6108415477271192
Zone 9,0.1507317113951571,0.1779580848600619,4.55434617766092,4.800181108497464,3.766426700531529,4.947166560582382,1.0380443977019076,2.402989908423224,0.8161544165347742,0.9369958631398134,3.228719724814017,1.6806201716141873,1.7288826244797046,0.4640832355003748,2.9066316333711164,6.150761739670365,2.945857358851936,2.680969220916988,2.7278804199335323,3.816771537071595,5.2889756339793585,2.5961086297775524,3.2839808240172808,2.3668178983643102
