Afghanistan,Bangladesh,Bhutan,Myanmar,Nepal,Pakistan,Sri Lanka,Zone 1,Zone 10,Zone 11,Zone 12,Zone 13,Zone 14,Zone 15,Zone 2,Zone 3,Zone 4,Zone 5,Zone 6,Zone 7,Zone 8,Zone 9,year,month
0.23052202489242818,0.3286579935076185,0.48738400631340334,0.18927543995158438,0.49696353295480156,0.15588024839152131,1.372698259325095,0.46721666710471743,0.19161381600220886,0.3517767172601866,0.21088495805530277,0.09652080171522007,0.16309637958796708,0.2374452477974584,0.32907600653360575,0.36002902080066723,0.4596192711959069,0.41156153845018395,0.3376928123856228,0.3407125610283928,0.2582902237475559,0.1602886128192327,9.958246164193104,1
0.1941985526385755,0.46689369555244115,0.6717883494912895,0.23798844385531548,0.7217007795628839,0.12237805217826617,0.8901181693320409,0.5081809943598828,0.14876307898653396,0.2649012020231749,0.17315810752944535,0.04045826499302414,0.08303924148969767,0.1139804597757298,0.49535384225863144,0.47668286777621294,0.4831233059408848,0.3154280404192055,0.24547508503388116,0.3666939455460577,0.1949497433806438,0.13190688114289442,9.958246164193104,2
0.29611423962474653,0.3341815421122546,0.5192987415766157,0.24058764315195838,0.3192767883877595,0.13426478286086574,0.7547716959667032,0.47460762428577274,0.20034206245518013,0.24359327257039784,0.21749444093122325,0.013979046474078462,0.04591190190550021,0.5214503983576849,0.5130295410949551,0.276704486522227,0.22612832711904798,0.1866105071174627,0.16002850659163584,0.2753741153188826,0.1008305484807197,0.08626383867265859,9.958246164193104,3
0.3287449294330034,0.6479471580543864,0.8572799742386364,0.4352389283397113,0.4228157651798954,0.23549972377830422,1.0127234579494115,0.539826052749512,0.32857720049029565,0.41976104447123525,0.5673102751943674,0.05165146091253879,0.0635511718075307,0.7647817156197579,0.8746837139645753,0.3741550744119283,0.21839523882319237,0.15495281675405065,0.20424934438349926,0.17465414062452472,0.1016492959439213,0.10396794460142593,9.958246164193104,4
0.23773586829540663,1.5354544527173262,2.136841577769568,1.0405793446893037,0.52843303529306,0.18660642307546121,1.5599530359283225,0.3638473604676084,0.6807306434712032,0.6807642927046612,0.7676259577107258,0.022265125733579205,0.17888727585781244,1.9869998300873215,1.627062162065773,1.0554788020804882,0.5337304171500694,0.2257908955286526,0.30189427340498803,0.5591393611161257,0.14727541417093812,0.21582217469376944,9.958246164193104,5
0.10078490042599046,2.563612523741569,3.0394034152894323,2.008093192667871,1.4621000213657154,0.19560984323505018,1.3692352507973418,0.4901408979227743,1.3083733728291607,1.0489629779274132,1.7754792392265033,0.7474911445544786,0.3268391096529774,1.8332457222555572,1.9528554608973305,2.089992015947894,1.6770480730228499,0.9110093173053088,0.505153095536663,1.21224420264433,0.7872738471341957,1.1791508046833594,9.958246164193104,6
0.11956894175927021,1.6836324141463113,4.444378647164676,1.2789379572387105,1.5645375675096864,0.512855921352534,1.2962372614419204,0.6993893164590917,1.0625628671409306,0.6814915784031887,2.1765427518634755,1.6152840928123766,0.9457318741285544,2.2894225646670914,1.6929284884007123,1.5442481218440223,1.4244239185891776,1.1906789452841064,1.1079546676745398,1.2967863814582998,1.2132949167170004,1.548691645352194,9.958246164193104,7
0.13763362037315793,1.6542084854951395,2.1905212788398813,0.935887558888211,1.4680482531905028,0.5150868354433031,1.204044154068465,0.5916540175748026,0.8990099317775767,0.7333760308106062,1.6845201785710395,1.3107509393317516,0.8084904786245457,1.9705837865510765,1.2029158476338444,1.433864197612086,1.1351081206941571,1.0904384968567316,0.9336916755900107,1.1053097645907088,1.0708499882364164,1.3157717231797001,9.958246164193104,8
0.12019866744626072,1.4907167132536105,1.7409869026592364,0.9885547079012559,1.0255305838600817,0.33071100862930114,1.6017785694474698,0.6006185706581884,0.8575206152134806,0.6167028964724569,1.3174532171996558,0.8938454039408164,0.5432890101817343,2.049309261925853,0.9861192750667322,1.5227007179123557,1.3619990387017125,1.0470860954902226,0.8034509022183222,0.9087946721748362,0.7436484538396758,0.8128958115085563,9.958246164193104,9
0.17148215439735204,0.6815667109452227,1.050954911409284,0.6081791220730315,0.7782804663934688,0.17418022899668792,1.496931481864766,0.55514921458474,0.9174958465898422,0.8738313330650554,1.0451855489020963,0.5323135251839527,0.28273275036630374,1.918739237789012,0.6885818528020566,1.0000594000075007,0.8098752999839378,0.6363285674508053,0.4058794974121789,0.762840225918123,0.5013039286332034,0.6460136269475217,9.958246164193104,10
0.30518286955462226,0.5022526198125111,0.4481444473418321,0.44418592097965437,0.6350322957634853,0.1911837549398488,1.6869585117170705,0.6864964727936014,0.9057293769452087,1.064499880355644,0.94456875260917,0.3626885733099449,0.2529762466904023,1.669786683692166,0.44362608676396376,0.5156060008612839,0.4242068427016608,0.4732912411404996,0.37196037461834985,0.5881828767698101,0.4621745729199889,0.5236481677465029,9.958246164193104,11
0.21631936425843012,0.3901229602224421,0.6572611416810793,0.17332784626858766,0.6811959164078133,0.15092058561209162,1.9117138278797468,0.5967693123869566,0.34686063118932364,0.525158609665,0.45778033385381334,0.2015680846763261,0.1800557097002371,0.8277287892573666,0.346617060167834,0.45568979469942994,0.5467950391045822,0.47543035342715834,0.40145849934065625,0.4187985423438554,0.3876642368517163,0.3290122691853803,9.958246164193104,12
