time,Afghanistan_corrected,Bangladesh_corrected,Bhutan_corrected,Myanmar_corrected,Nepal_corrected,Pakistan_corrected,Sri Lanka_corrected,Zone 1_corrected,Zone 10_corrected,Zone 11_corrected,Zone 12_corrected,Zone 13_corrected,Zone 14_corrected,Zone 15_corrected,Zone 2_corrected,Zone 3_corrected,Zone 4_corrected,Zone 5_corrected,Zone 6_corrected,Zone 7_corrected,Zone 8_corrected,Zone 9_corrected
2025-01-01,1.042464393684562,0.2615453814702198,0.9526270042560756,0.2901013406339529,0.8401221496048408,0.6173219950039539,2.8479402,0.8701536351473689,0.1081784845561064,0.6574435084743776,0.34031674,0.3468452514858124,0.2256472125230598,1.0405392676001213,0.9041124795117532,0.5066890058056579,0.0918361527591132,0.7499391197410199,1.0957075051480396,0.8358081285205345,0.4174455341856673,0.2670925606689162
2025-02-01,0.5782674257765906,0.2615453814702198,0.4729804392053673,0.6674540561300453,0.667295690764443,0.5358932325646883,3.5089018,0.852877355009211,0.1081784845561064,0.6574435084743776,0.20143014,0.3468452514858124,0.2180242964389414,1.088265008079915,1.2273126170695603,0.8020410376508836,0.0256184421945778,0.955024588157536,1.0957075051480396,0.8358081285205345,0.4174455341856673,0.2670925606689162
2025-03-01,0.6575717897661608,0.2615453814702198,1.1068750412078971,0.506791495197255,0.846367810195358,0.6797669872141076,6.4463515,0.857263657680825,0.3181276193663899,0.6574435084743776,0.19880842,0.3437699004949865,0.3157668855811663,0.7171064554002503,2.364287427765426,0.7488124384380765,0.2045297417361196,0.7137602954544126,1.0957075051480396,0.7161096674992964,0.4174455341856673,0.2675755223462858
2025-04-01,0.9090135079230388,4.511334684366733,3.726262762522813,2.0915948719128896,2.03851619425043,0.6353430858149951,9.99935,1.7276304650709935,1.0063533912594778,1.3145364924768754,3.1635747,0.2215457072565117,0.3577182628231287,0.8258751281184117,4.600847523597662,4.887213009984456,0.4956024117984232,0.766421801536062,0.4025428853961409,1.440505958010551,0.1380755683426314,0.3919873119725788
2025-05-01,0.6600415123007058,8.442817339968483,3.9404327574048073,4.968719294167825,1.5443196962771095,0.7374603043571583,11.352125,1.7885745962522814,2.913886234279357,2.779131983818965,4.0680842,0.2875057500919333,0.7983032847275607,9.381080165097904,6.651836701288569,5.138507745431107,1.134367742569322,1.0016120327113276,1.272404994166375,1.6968823327234006,0.3383323334745733,0.6770011859329059
2025-06-01,0.260585843124232,14.488109812376752,10.142200820090654,10.495913045738495,3.113643328423005,0.8526981508724579,9.219356,2.300347860864852,4.134541668661602,5.523712254560931,13.861347,2.302194783334982,1.882852183186145,10.672124423590242,9.905271251708117,8.787607914719809,7.276911702775082,3.287432762703301,3.0793041567795427,7.2675312703838095,5.343631311247044,7.263938639929544
2025-07-01,0.1275904717115203,14.326457712878748,9.858185037997618,12.34710671533393,9.39115177124272,3.0864151278993006,4.2639966,4.480172245654628,6.290306223687338,6.791644924340902,30.044092,10.552142395249488,7.574401315391105,15.371635965804312,11.094744072687568,10.759841606667049,9.8425321869565,8.590985851768972,6.620326896599025,11.183811118345917,9.952984981591127,10.875415941057788
2025-08-01,0.1420559348096859,15.02855547907522,9.71224102291244,12.546889838502828,13.748793659690431,3.2064524762335544,4.664921,3.407911461552727,3.775627851572649,6.247150639692568,9.630816,6.461284767932733,3.787980100457323,12.32862037328582,9.585248052448964,10.894690217538637,9.9926626421478,6.650676470562386,6.101231045956277,11.183811118345917,10.073262196380094,7.443548333417775
2025-09-01,0.1812009200468538,13.443749153055606,5.357936081395458,8.743503248422439,5.809415550369245,1.0282797988569452,6.440877,3.0714582679510034,3.05779612663785,6.375113044819204,12.960137,6.302772264238464,1.334995327890875,17.50574670457416,8.820089672697069,10.127226368442155,8.09319297286154,4.020099656976279,5.065965524823506,8.85699221973603,4.219275172913064,7.631965305230614
2025-10-01,1.284006756898798,3.0285970697723803,2.5688920795053094,5.92944350284264,1.620344677821917,0.0983683324895329,11.033418,1.3182136475010973,3.2301112215222965,5.82112452244281,4.8823953,0.617296735620555,0.2815421583659625,8.443044105846637,4.574267703368228,4.255761027266561,1.32476654691325,1.2500589426318425,0.3661725541472159,2.419898665365107,0.5116790380767634,0.4191809107807551
2025-11-01,0.4733118903700506,0.6460881637007729,0.2556620596805974,1.442670220720245,0.4939551680953815,0.2801825480197006,16.296059,0.321786496759984,3.655913225633542,5.3506449315713445,2.004059,0.060733825683129,0.1821045524477207,8.45805089875247,0.8482029387232778,0.7782633327689327,0.388849780689329,0.1132531810268191,0.2223080925546062,1.353085322954767,-0.0700174820302913,0.2241973014221634
2025-12-01,1.4366724945189024,0.1700526659768668,0.3248141885888627,0.3788610941553207,0.5068485099576979,0.2149634585288633,9.463854,0.3782135643191416,0.7916767647429229,2.932053831392625,1.7867099,0.617296735620555,0.1554751709884441,4.138024090980866,0.7997441301160012,0.5490269593252567,0.1039804707219928,0.2416454059278509,0.6154139043191773,0.2911357128862964,0.5116790380767634,0.0350006170394166
2026-01-01,1.5394794023063958,0.2615453814702198,0.3191258569744128,0.305783682121417,1.1889928945821715,0.5358932325646883,5.996153,0.7701212173642736,0.1729775976309604,0.6574435084743776,0.20133074,-0.2912914932782345,0.177749422125395,0.8950218766150911,0.8695558043748737,0.520265772097266,0.4761437011168323,1.0419969722924365,1.015321965265481,0.4066931728763305,0.5250153334629896,0.528350164599224
2026-02-01,1.5850913667168682,0.7375808791941251,0.4057318308995903,0.396314644078693,1.5079440263341666,0.4529238047615793,6.3133984,1.1501789242755935,0.1081784845561064,0.6574435084743776,0.19158928,-0.4080743798470304,0.1701265060412765,1.014674238585417,1.0218195190058572,0.4681244774721048,0.596143983806211,1.0634489718133526,0.8731052311354428,0.8872331658052264,0.2069415839277923,0.2670925606689162
2026-03-01,1.0026612175411258,0.2615453814702198,1.2325817396476686,0.5139538843696387,0.4214439060900647,0.8474588990686042,5.433029,1.1902580574851087,0.3181276193663899,0.6574435084743776,0.36180228,0.3437699004949865,0.3157668855811663,0.7362256880833473,1.8574885546595237,0.7496174246720451,0.1092666978780111,0.4035175791033045,1.0957075051480396,0.8358081285205345,0.4174455341856673,0.2670925606689162
2026-04-01,0.5964414625651893,1.2431259316767724,2.5586208223712847,1.6674989464595122,0.6081059827071188,0.5839894742220182,10.54246,1.582582130707337,1.313591634304865,1.3145364924768754,1.9747641,0.2215457072565117,0.3577182628231287,1.498278800137253,4.735061502920908,2.0487838852987856,0.0520068705064329,1.26665682694764,0.6256893465221459,1.1543025598567955,0.3485795186005065,0.1043805638318846
