time,Afghanistan,Bangladesh,Bhutan,Myanmar,Nepal,Pakistan,Sri Lanka,Zone 1,Zone 10,Zone 11,Zone 12,Zone 13,Zone 14,Zone 15,Zone 2,Zone 3,Zone 4,Zone 5,Zone 6,Zone 7,Zone 8,Zone 9
1981-01,2.6282122245048356,0.3333492439391848,1.4036053589211934,0.26622412012794416,1.4666298099030073,1.135095471155439,0.33091865781962077,2.402037277603044,0.05240958909041283,0.29638335630127355,0.07872758760010398,0.09743654760619218,0.4441995974841955,0.0330347933403816,0.8712804805346834,0.3444231726506736,0.5993806963555549,0.9902746876315661,1.7025853082124245,1.027028564810592,0.6485214654024495,0.18702266652145325
1981-02,2.261198300387001,1.3821143290568245,2.0253134104849564,1.4616626529266377,2.5559456774349454,1.346483415978437,0.0197469698157071,3.4274195933754696,0.0792405271510649,0.48180073719130495,0.07112611160475857,0.01658112554009896,0.5093056642831012,0.7830507170860275,2.4940770609431944,0.6814901516887611,0.8237847789499623,1.3420045949034602,2.0183469639067257,0.8917731811873048,0.2485875286485316,0.010958596534150959
1981-03,2.948326321616339,5.542933620778646,3.1355518363081814,2.4254896657948115,1.5191530414508612,1.8932831126909493,0.0980841270324374,4.129813444503557,0.07250022618464422,0.09236720757080064,0.10012470344439915,0.476565135070979,0.5568038543071169,0.1636648236003901,5.535325307613146,0.37796231448954787,0.09283840874946427,0.5807818204169282,1.8090454453838338,0.2330507951031526,0.2016527999526218,0.036680714536097905
1981-04,0.8491457410443466,9.035072239343492,7.645039145078639,3.5136653485293627,0.8408108841119769,0.3534392987250532,1.1241901132162104,2.8671518310918516,0.07395374554231335,0.1592531847204207,0.23014042936855664,0.029707423361845262,0.03773900199275904,5.933157651819045,8.667005708300419,0.5763025908676804,0.0833024324663265,0.17250556151157287,0.44820462825086005,0.09021727668508969,0.029983252383180815,0.003965623076665622
1981-05,1.145456539461914,4.780676319559455,5.855805813265123,3.950191992855287,0.6872719950547329,0.48604891828153424,0.4624446763217069,2.950693496412119,0.3049513765207449,0.16561472845976039,1.0377478351461993,0.013884331581687682,0.0742352479521224,8.258084059482144,6.639381867117794,0.008403685959503684,0.0018006625651112544,0.08134661928185273,0.12292405284009894,0.029229866903773535,0.05467490975704624,0.040437595776572605
1981-06,0.216223419598763,7.056296477334156,11.032729892995391,9.818292802784386,6.324279940068764,0.20068101798391857,1.4290111913241668,2.998447437371325,2.0403376679860536,2.720318078043379,7.3232956286926525,0.21297222642727084,0.20953439013364572,10.91866490644608,5.490566324496472,5.161047029573136,2.04113122277757,2.0043177685426095,0.9494915636265232,8.38721887885339,2.259378684170326,1.2254755244964681
1981-07,0.14774422008969582,4.845783994541936,10.268539916405185,5.717518354032813,15.631309933267064,0.2645913750677724,0.12599061627586647,5.611153684469184,1.06160920952938,1.387430316944164,2.6041943569525703,1.1902745939570538,0.4725671192707506,7.010726553528516,6.610641051598227,2.556532183540917,4.547309582934468,6.03404284788711,5.262311317487382,7.412240648171599,4.255657197146183,2.4113840556831416
1981-08,0.059564116905832826,5.066614930528122,14.905766172695042,5.893717039799836,13.704628588180869,0.36373223089790474,0.3146653156229068,4.572265920516634,1.183679202474325,2.149559563134171,2.074490480768426,1.1937421832402189,0.7742166055503027,6.724765466021789,8.58626331571286,3.6043397931697787,3.0490197322348416,4.107905905654692,5.364489745577772,4.552055910574358,2.0473008593424185,1.7303801345533663
1981-09,0.18805455818572828,3.17702667162525,7.9153879370505065,5.204836754474771,7.233574967144588,0.45573583855701433,0.9736762394589844,2.557540526662274,5.375521323490381,4.625835658731208,6.420047292411849,1.733860545289722,0.9217073961228053,4.560334808603722,5.936681596467338,0.8910599216078229,2.229988792747446,1.6363562273484207,0.7577931914920437,3.750923598960572,2.4494290488714947,5.4192966513960945
1981-10,1.3293710587978365,1.4682658150184706,2.9361089888877965,1.0471979293278968,2.73972025845926,0.7036786126864728,1.6834040851860015,2.3024186604387142,0.6847561241051002,0.7056410664106385,2.091880350755796,0.2179319142847264,0.29408312279534965,3.213567140557555,1.5960695105635423,0.9443747592177556,0.40545421524748315,0.4837183429524095,0.4372930032203406,1.1365862488186422,0.31527289878750636,0.1288836295466021
