Scenario,Model,Zone,RMSE,MAE,R2
SSP585,LinearRegression,Afghanistan,2.674694124749505,1.7187815304986958,0.9162408043513819
SSP585,LinearRegression,Bangladesh,0.8024535375377874,0.6469512955187534,0.9528787906160726
SSP585,LinearRegression,Bhutan,1.0148407057228972,0.7878944456928217,0.9516308396192942
SSP585,LinearRegression,Myanmar,0.8717456521029724,0.6251603689899708,0.8717795713349964
SSP585,LinearRegression,Nepal,1.59925455182699,1.3281087517507435,0.9358740597115431
SSP585,LinearRegression,Pakistan,2.4083596405044996,1.862903053959614,0.875810021735967
SSP585,LinearRegression,Sri Lanka,0.757281102567291,0.6497856748430412,-0.05008076483289026
SSP585,LinearRegression,Zone 1,2.0353596551950943,1.6675595350905341,0.9456928402780777
SSP585,LinearRegression,Zone 10,0.6653955966457082,0.5943084993373855,0.9212136768067314
SSP585,LinearRegression,Zone 11,0.5340653554929248,0.4670139058685831,0.9515785301004184
SSP585,LinearRegression,Zone 12,0.44871965342571035,0.38037643672059573,0.8703699933953296
SSP585,LinearRegression,Zone 13,1.4386803157758343,1.230832699016192,0.8612676254970303
SSP585,LinearRegression,Zone 14,2.582788537419463,2.0021148413678502,0.83882788112539
SSP585,LinearRegression,Zone 15,0.49035992630668757,0.42972563523593027,0.1610508054819435
SSP585,LinearRegression,Zone 2,0.9915323128253702,0.7806010846445548,0.9508675014736885
SSP585,LinearRegression,Zone 3,0.9124294508524518,0.8560198209361575,0.9508926829604943
SSP585,LinearRegression,Zone 4,1.5073666955680356,1.3463957542238758,0.927489722849494
SSP585,LinearRegression,Zone 5,1.577764338394876,1.1513896237171377,0.9390862977297079
SSP585,LinearRegression,Zone 6,1.965845225324242,1.365342983129019,0.9233443190742049
SSP585,LinearRegression,Zone 7,1.3616197595350459,1.0220977926636567,0.9076251566114545
SSP585,LinearRegression,Zone 8,1.7148484092439196,1.2666494623677154,0.9124408428839809
SSP585,LinearRegression,Zone 9,1.3187383960939905,1.0569880666553495,0.881120755612634
SSP585,RandomForest,Afghanistan,2.896590067649699,1.8016332271681763,0.9017667924673214
SSP585,RandomForest,Bangladesh,0.5180329585740162,0.42399019734036375,0.9803622639014473
SSP585,RandomForest,Bhutan,1.1174416322305727,0.8567733132274854,0.9413561482936061
SSP585,RandomForest,Myanmar,0.6046799974581182,0.46836273472042816,0.9383080000333691
SSP585,RandomForest,Nepal,1.6562518702006888,1.407408373175833,0.931221718758678
SSP585,RandomForest,Pakistan,2.232320224021263,1.696909718471586,0.8933018578605626
SSP585,RandomForest,Sri Lanka,0.4243399155889786,0.35520526599312624,0.670286874942327
SSP585,RandomForest,Zone 1,1.7929065715451709,1.3514482448945089,0.9578604314857785
SSP585,RandomForest,Zone 10,0.5284821146473015,0.43363987739285265,0.9503005507094114
SSP585,RandomForest,Zone 11,0.5133469543462051,0.440237522941092,0.9552625593296966
SSP585,RandomForest,Zone 12,0.40043294151027464,0.3225379929535084,0.8967678541840638
SSP585,RandomForest,Zone 13,1.1986617645472102,0.8917971958376096,0.9036964002683796
SSP585,RandomForest,Zone 14,2.2634853589727295,1.8310520884485761,0.876215121653113
SSP585,RandomForest,Zone 15,0.3616556531008709,0.32685041340377347,0.5436519120322079
SSP585,RandomForest,Zone 2,0.9866710732472072,0.763407326113542,0.9513480896390909
SSP585,RandomForest,Zone 3,0.6159381251123538,0.4873263732231896,0.9776219731164513
SSP585,RandomForest,Zone 4,1.5394478364180764,1.3157740216899902,0.9243704198966856
SSP585,RandomForest,Zone 5,1.423091881862298,1.147465395955637,0.9504439585690121
SSP585,RandomForest,Zone 6,1.4619538775090817,1.118790388173594,0.9576051556888463
SSP585,RandomForest,Zone 7,1.1326515419365608,0.877193417605695,0.9360803091458456
SSP585,RandomForest,Zone 8,1.179475885653953,0.9977230460938572,0.958578269879591
SSP585,RandomForest,Zone 9,1.281172376329213,0.9829368076473614,0.8877971557858793
SSP585,GradientBoosting,Afghanistan,2.9238675144701523,1.9513474537418005,0.8999079392521041
SSP585,GradientBoosting,Bangladesh,0.506415618621992,0.4496095588351663,0.9812331743442576
SSP585,GradientBoosting,Bhutan,1.2253536716188116,0.8667970684340949,0.9294826953223448
SSP585,GradientBoosting,Myanmar,0.5745420218534247,0.44079703317335256,0.9443043545538877
SSP585,GradientBoosting,Nepal,1.692793598038302,1.354965942888253,0.928153342047944
SSP585,GradientBoosting,Pakistan,2.087082960514001,1.6067956479763676,0.9067340121417774
SSP585,GradientBoosting,Sri Lanka,0.4497598267063452,0.3705437686068021,0.6296010164528877
SSP585,GradientBoosting,Zone 1,2.181357893024893,1.6495491724754892,0.9376224062533864
SSP585,GradientBoosting,Zone 10,0.6682762283390395,0.5502424958133242,0.9205300364388908
SSP585,GradientBoosting,Zone 11,0.5860721287495277,0.505612163966792,0.94168889208556
SSP585,GradientBoosting,Zone 12,0.3971678627027742,0.3304172143180552,0.898444474063796
SSP585,GradientBoosting,Zone 13,1.1277174430613248,0.908427161064111,0.9147587494687722
SSP585,GradientBoosting,Zone 14,2.145119736473682,1.7705884862239827,0.8888229126149625
SSP585,GradientBoosting,Zone 15,0.37664853078557997,0.3250229804990023,0.5050306868616247
SSP585,GradientBoosting,Zone 2,0.9184161884414573,0.7766864055513296,0.9578464488937914
SSP585,GradientBoosting,Zone 3,0.7994857264558451,0.5642199704270162,0.9622975956496737
SSP585,GradientBoosting,Zone 4,1.4819304092101087,1.2578598128693,0.9299162464579757
SSP585,GradientBoosting,Zone 5,1.382077683296899,1.0458007042118986,0.953259254632056
SSP585,GradientBoosting,Zone 6,1.4812147244954315,1.1178135047464755,0.9564807158490725
SSP585,GradientBoosting,Zone 7,1.4594628780896126,1.1582771744669114,0.8938724518641828
SSP585,GradientBoosting,Zone 8,1.042365060038931,0.9565607608245146,0.9676488447898056
SSP585,GradientBoosting,Zone 9,1.2411413691251298,1.0612914482726765,0.8946993052177674
SSP585,SVR,Afghanistan,9.236638073894285,8.200076773922172,0.0011227912977175292
SSP585,SVR,Bangladesh,4.03087403730806,2.918314436045925,-0.18898148060313358
SSP585,SVR,Bhutan,4.6801457793863,3.7516753862466605,-0.02870666398962518
SSP585,SVR,Myanmar,2.665280101359287,1.8603017027891058,-0.19856987631917034
SSP585,SVR,Nepal,6.3976906722825895,5.473552449395695,-0.026230768699063267
SSP585,SVR,Pakistan,7.027395111359979,5.86292152381242,-0.057383706936968926
SSP585,SVR,Sri Lanka,0.8953656012623811,0.6757176114340977,-0.4679432797323275
SSP585,SVR,Zone 1,8.74187767913376,7.845911459295903,-0.0018073574951635862
SSP585,SVR,Zone 10,2.3795379343243064,1.985478671491957,-0.007572379059041845
SSP585,SVR,Zone 11,2.535518046456726,2.074332356714671,-0.09139652821465072
SSP585,SVR,Zone 12,1.2502595356418564,1.0032260781917899,-0.006365433225831829
SSP585,SVR,Zone 13,3.93522655100254,2.950836728295931,-0.03797930793565252
SSP585,SVR,Zone 14,6.941501258415461,5.248137296350882,-0.16417703588229404
SSP585,SVR,Zone 15,0.5353339835806941,0.4145920587021692,0.00010281276048607069
SSP585,SVR,Zone 2,4.561771730153147,3.6238997715461285,-0.03997333718586149
SSP585,SVR,Zone 3,4.522551651322375,3.3487348761419757,-0.2064648931892903
SSP585,SVR,Zone 4,5.864451272149925,4.719962638643474,-0.0975302477362705
SSP585,SVR,Zone 5,6.718963041109051,5.498424684805653,-0.10467679012638453
SSP585,SVR,Zone 6,7.344166089772163,6.199272754948898,-0.0698691918301142
SSP585,SVR,Zone 7,4.516260883641634,3.6719275309272708,-0.016248849892992023
SSP585,SVR,Zone 8,5.917237450472813,4.6241316779298165,-0.04252888555499701
SSP585,SVR,Zone 9,3.838851575996331,3.0864938685478687,-0.007375479893703796
SSP585,XGBoost,Afghanistan,3.4545846093205554,2.0498797465355376,0.8602744208737291
SSP585,XGBoost,Bangladesh,0.7613154071494184,0.5866806931377978,0.9575863279271692
SSP585,XGBoost,Bhutan,1.4402554075761391,1.1428684465345145,0.9025791710983923
SSP585,XGBoost,Myanmar,0.5426200196539696,0.40205911215943796,0.950321408964248
SSP585,XGBoost,Nepal,2.1500600365388483,1.699135636334218,0.8840956517320001
SSP585,XGBoost,Pakistan,2.997359706340901,2.164244878230141,0.8076369743961984
SSP585,XGBoost,Sri Lanka,0.4694444427074895,0.3739258643641999,0.5964690323439157
SSP585,XGBoost,Zone 1,2.8500619471743014,1.8714281727626172,0.8935162430180111
SSP585,XGBoost,Zone 10,0.5722729811618338,0.43671647536146746,0.941722961732898
SSP585,XGBoost,Zone 11,0.5240963308695074,0.4473300739468475,0.9533693580233334
SSP585,XGBoost,Zone 12,0.36953630934191783,0.30174620428018945,0.9120836611579177
SSP585,XGBoost,Zone 13,1.3456441497822174,1.023249249614744,0.8786304695606509
SSP585,XGBoost,Zone 14,2.1251337247287165,1.7571354779280162,0.890884928499522
SSP585,XGBoost,Zone 15,0.3614525759474133,0.32086243946382736,0.5441642659840694
SSP585,XGBoost,Zone 2,0.930133671655935,0.7969619998655357,0.9567639670639956
SSP585,XGBoost,Zone 3,0.8375887486146507,0.6011745269172403,0.9586182085762801
SSP585,XGBoost,Zone 4,1.8853378451128358,1.5936491430236381,0.8865668206682742
SSP585,XGBoost,Zone 5,1.5421250765280612,1.2237560993755732,0.9418071103056824
SSP585,XGBoost,Zone 6,1.6624032658665884,1.3366932026670355,0.9451825955143677
SSP585,XGBoost,Zone 7,1.559194344277704,1.2988728586680207,0.8788725634281666
SSP585,XGBoost,Zone 8,1.2833579023810178,1.0661241105477033,0.9509605398419217
SSP585,XGBoost,Zone 9,1.4745403310317136,1.2619623000066014,0.8513715170417745
SSP585,MLP,Afghanistan,2.582799520253192,1.6034750922294512,0.9218973724512151
SSP585,MLP,Bangladesh,8.489599897228265,7.669324720004579,-4.274133061856813
SSP585,MLP,Bhutan,8.340479916029034,7.301075984269812,-2.2670431704852456
SSP585,MLP,Myanmar,6.530960360718052,6.080551295937688,-6.196672509536165
SSP585,MLP,Nepal,1.8230733821433052,1.5016046378674668,0.9166689497017555
SSP585,MLP,Pakistan,6.711394742395769,6.169411114828326,0.03557283092012631
SSP585,MLP,Sri Lanka,10.193025504809897,10.166548324635812,-189.24562845487438
SSP585,MLP,Zone 1,8.919735136870107,7.597191432868191,-0.04298649123077358
SSP585,MLP,Zone 10,10.590652639093365,10.329450452483373,-18.95889236262457
SSP585,MLP,Zone 11,2.6766872877637176,2.2021761364239696,-0.2163104239368978
SSP585,MLP,Zone 12,10.277128992094474,10.202317113952196,-66.99844403398161
SSP585,MLP,Zone 13,3.9660354365040087,3.055804708556852,-0.05429560737176509
SSP585,MLP,Zone 14,11.642504634094404,9.797119191966233,-2.2749528651981112
SSP585,MLP,Zone 15,1.2001452869057172,1.1031707918191644,-4.0254316095192495
SSP585,MLP,Zone 2,16.745491116229964,16.149506313317342,-13.013637668257092
SSP585,MLP,Zone 3,10.947094498857048,10.167918975164048,-6.068794429382452
SSP585,MLP,Zone 4,11.528383695550335,10.130480235247244,-3.2412959624012867
SSP585,MLP,Zone 5,9.915152781967302,8.435121433986692,-1.4056339610219037
SSP585,MLP,Zone 6,9.137427041800457,6.712633642723304,-0.6561266523980749
SSP585,MLP,Zone 7,11.054824372691138,10.137446761012436,-5.088996430681296
SSP585,MLP,Zone 8,11.686539071905644,10.207228357619334,-3.0665108291825733
SSP585,MLP,Zone 9,10.735419046963532,10.049169151812889,-6.878195184253842
SSP585,BayesianRidge,Afghanistan,2.669324727733514,1.7141323363235943,0.9165767567524121
SSP585,BayesianRidge,Bangladesh,0.806222784627879,0.6515111660155023,0.9524350799034129
