Model,Correlation,Std_Model,Std_Ref,TSS
ACCESS-CM2,0.9673592011140622,7.1546889326277014,6.608966277474547,0.8031619799120586
ACCESS-ESM1-5,0.9358713857463081,7.324050252704984,6.608966277474547,0.722654026029675
AWI-ESM-1-1-LR,0.9712167652499368,5.975230623334702,6.608966277474547,0.8250123561881139
BCC-ESM1,0.909457188725781,6.681855698559133,6.608966277474547,0.6973414233491468
CESM2-WACCM,0.9739116469576923,6.2844226353278305,6.608966277474547,0.838714628574142
CMCC-CM2-HR4,0.9862271946937468,6.792935806188292,6.608966277474547,0.8794030625740715
EC-Earth3-CC,0.9843746556132945,6.728907016141011,6.608966277474547,0.8732183202655006
FGOALS-f3-L,0.9881293775970897,7.302957157941925,6.608966277474547,0.8635067337465234
GFDL-ESM4,0.9880900894223251,6.968150288573594,6.608966277474547,0.8815346376951686
GISS-E2-1-G,0.9352621944587103,6.816172119379128,6.608966277474547,0.7406566726618016
IITM-ESM,0.9557429766837147,7.220592760168352,6.608966277474547,0.7705766537345532
INM-CM4-8,0.9506210890151514,6.015784162979214,6.608966277474547,0.7786973739379984
IPSL-CM6A-LR,0.9885816908698452,7.830503665270128,6.608966277474547,0.8250431952708
KACE-1-0-G,0.9373673198355298,6.289529187843486,6.608966277474547,0.7534772191774074
KIOST-ESM,0.9826074433741333,6.709218387170919,6.608966277474547,0.8666904465246655
MIROC6,0.9129795648460514,6.77580446532238,6.608966277474547,0.7007746112022705
MPI-ESM-1-2-HAM,0.9745914037482238,6.502300923930192,6.608966277474547,0.8414794775948317
NESM3,0.9735811408749261,5.98937588613123,6.608966277474547,0.8316651541618267
SAM0-UNICON,0.981383081569152,6.826183600876996,6.608966277474547,0.8593979947743731
TaiESM1,0.9688595376401061,6.902877074606555,6.608966277474547,0.8169312032540755
