,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,ERA5,AMME,BMME,RMME
Afghanistan,1.3536996654435935,0.5204952043645817,0.8019669675114592,-0.6143113369696366,2.832970747955512,-0.31761870820534677,-1.648954331761719,-1.5546152556643493,-2.2696403061642085,1.976069030341004,0.26431614711677254,-1.4706515136886817,-4.086438756797492,-0.7135154088337989,-0.42889649727764345,3.486290817812216,0.5152500592631493,-0.31006658215522764,-0.3808644786379382,0.23237875450673454,-0.0936447400722823,-0.09060678909205093,-0.6869669467291818,0.1081799301203261
Bangladesh,17.78685652558802,14.429413711755007,17.43862561731988,17.861810981601483,20.964379644226135,19.586959014938632,19.21041193233224,17.906760147578066,15.216696284367512,18.547683736533628,16.019711015661628,15.700375214313514,17.761521399946893,21.29991221248117,16.087134430023713,18.091919573031788,18.229197596212572,15.037482581611503,16.941980787519856,17.73717659767579,18.93908118291742,17.592800450235956,18.204092624217044,17.389036392242257
Bhutan,5.282338340609707,3.132221679687525,4.496352533975275,4.471937530896623,6.624350301705197,4.1422135177313475,5.933858031396632,3.6204823752010786,2.5697662712546205,9.171455598719005,0.9996144968855873,3.7317779541015876,2.100677510191847,5.53570451325064,3.127262095532405,6.171140029435905,4.120289055705916,3.999138538632179,2.8469087827595665,3.497770483478262,10.04707989938295,4.278762982057545,4.188821015113475,4.308743637705569
Myanmar,16.675740431670732,17.42395418418225,16.24698240236641,17.106201169324056,18.226316001902802,15.786260493819032,18.473612721728358,15.534310044360787,14.199880484573006,17.06766511933145,15.944123026416575,15.543702679054434,15.903451933120095,21.669569542294475,14.616269643500422,16.764019893448754,16.331511516129442,15.716335603989592,15.838204109323703,16.69796900994083,18.46553910090567,16.58830400052386,16.148392883907608,16.734941039395945
Nepal,4.8039089512758455,3.4213483879880395,2.91009166212185,2.4811645660421617,6.480694655232305,3.2657642763424484,3.2999141714436653,1.9328078294001347,1.2344020458831146,10.22419323320151,0.7458099267489544,3.089011379851037,-1.0464087191732616,7.8982887759596245,0.509486972762524,5.345092376189512,2.548147224482142,2.4988595390678943,2.1522445108821513,2.305017379062623,3.221476707809977,3.3049919572382134,2.311224094886182,3.6362479113555577
Pakistan,11.752870946148665,8.155137314308213,10.680505791042329,7.3281998744117915,13.768941443920504,10.347254322054795,10.845216215533565,10.13992962556729,8.116001806695502,12.352191416422553,10.309440280452478,7.469809387556114,7.323949609329035,8.499182773831127,9.775610017118549,14.437823338565469,10.82237806032812,10.356188889666834,11.230087577110648,11.702629485507785,12.424559038014088,10.27066740877857,10.386077648120466,10.232197328997936
Sri Lanka,27.195164579503707,26.949808203005354,25.849990010090647,28.248591968470663,26.583642690322005,26.01333552840491,23.79282649290714,25.641922782449186,24.4086842480828,25.853852081298854,26.35848829735722,25.638234336703448,25.504389204834375,27.59650160845591,24.734980724060474,27.257769898794383,26.64575849296078,25.795314403287144,25.553465587640925,26.007096271888905,24.320190669634705,26.08149087052594,25.3657648041565,26.320066225982423
Zone 1,-5.852661512476733,-6.494691904724383,-7.794895457155794,-6.63639020547393,-7.271365915710692,-11.155716839270823,-12.849682996860198,-11.420799431791139,-13.058725893279814,-6.331949250257981,-10.246187539101536,-7.215267086996243,-16.02922860080692,-4.365584252120816,-10.307704571665285,-7.5398606921274975,-8.74811095855683,-8.723948034960983,-12.503347059313912,-12.173646368732138,-10.000323535696232,-9.335988228569182,-10.896402959628855,-8.815849984882625
Zone 10,25.10149809213461,24.96045099214227,18.7171823017009,26.39137151548403,23.62725230712047,21.510242459136087,22.18753529983005,21.78214694480423,19.70699014918692,22.59597998362389,22.204243897013463,21.03197114143215,21.881854599681198,24.902174498024852,20.683226799091344,23.671340756301817,21.992199536902792,19.682952607256098,21.251126534576652,21.284479843958675,22.314840825094773,22.258311012970125,21.631070207952902,22.467391281309197
Zone 11,25.59218616645879,24.29405246025823,21.017619596597168,26.367538507750723,25.068343260427028,23.19480692854265,22.898281857180052,23.600292639638884,21.060571186482427,23.86340878697673,23.353455752583415,22.553994287941435,23.315103238232595,25.414994451556684,21.902035499902833,25.106829974907196,22.809193820150103,21.545238456318238,22.71775961364502,23.327458501270268,22.823722787956537,23.450158249341026,22.880922149082906,23.63990361609373
