,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,ERA5,AMME,BMME,RMME
Zone 12,26.507551006242362,26.555701501385094,21.58848191724926,26.809953997852073,25.50125084255778,23.925678502500478,24.344434837887064,23.59705378214521,22.188742304783265,24.078287491143946,24.360421113489345,22.634994960610406,24.49173789968671,26.467315075444265,22.932586948336617,25.491826510155466,24.547329727409345,21.90839049065774,23.87796543844388,24.018052712401044,24.06250724929147,24.291387853019067,23.869416759655742,24.432044884140176
Zone 13,22.4434840649042,18.42101790151828,17.659966770774552,20.155657505733366,23.412735260718986,20.21597886760772,20.562262648725252,20.828206469965934,18.235245005289737,21.539334201189458,21.15700781295885,17.602809645044026,17.982011305359762,19.950828655301127,19.317529877251978,24.629124911556143,20.812928575792068,19.284285318515316,21.596246807178748,22.013631430898123,21.544770005596305,20.391014651814178,20.347381287868593,20.405559106462714
Zone 14,16.232815704678163,10.66364611789814,13.989055086758327,13.72836950070649,18.42748377459937,15.128757945263688,14.760481919165642,15.614825678806703,11.916927761501759,16.23796221165878,16.01949918513351,12.408656148141791,11.9426718153843,14.189700510195424,14.031134049270863,18.879663153957186,15.621901959165688,14.929831493385455,16.31427146534864,16.368769465760245,17.038559117037668,14.870321247339009,15.031420310334516,14.816621559673838
Zone 15,27.24570886948533,27.18964789895452,25.504895673718085,27.247952824081384,26.352535472196703,25.28052254471126,26.530960163959154,25.68309667250691,25.320670094209575,25.98037701775049,25.89846570585176,26.47713353774129,25.60175290575216,28.051930865119523,24.89354412602446,26.22106116330852,25.852665845064667,25.780210216824997,25.819236216825615,26.473662462421515,26.1384485198233,26.1703015138254,25.64815787045329,26.344349394949433
Zone 2,9.80983794241243,8.072823892685212,9.2421475087292,7.287652201285979,12.235562097070067,10.721601989619176,11.748537804037191,8.775897510548994,7.675821135005877,10.443035142052008,6.907925816497465,8.985853384905345,9.204810076383652,12.726713912882293,8.038419985077038,10.262653288466034,9.376524955316764,8.744470862539325,9.606245872737832,10.148574311182188,11.357891565732212,9.500755484471703,9.732196448919833,9.423608496322329
Zone 3,19.44678556155538,15.072298645817408,18.700173822033292,18.892711114370826,21.818745219577654,20.654669747113687,18.51074325083014,19.42322070551856,15.949239184809695,20.474994674383453,17.642046545381934,16.526112954133502,18.83839117555712,21.192946091196923,16.308828334766797,19.26800542026794,19.874553295850262,16.612938396363546,18.41888137102649,19.52119487936982,19.32865790612577,18.65737401949622,18.95440306681589,18.558364337056332
Zone 4,16.558875349456205,13.883017625995738,14.913622737142548,13.571419567445757,19.824617201006408,18.255026685000605,16.494140178859453,16.519489487079035,13.030098538438835,22.029886902881298,14.10301220903645,13.964182971772717,15.82664803141466,18.386350829394274,13.759831437966636,17.858506675189943,16.099434200521287,14.709241699731548,16.448553787359696,18.72665709843713,17.356789909874493,16.24813066070651,16.225584397885402,16.255646081646884
Zone 5,15.270219391467549,11.859114232851377,12.91099095226782,11.91894878265226,18.46516823363462,15.832469816946983,14.906928272596057,15.0625236190668,11.443456890202398,18.01538114788154,12.978456204250593,12.13601330668989,13.158891815549461,16.434010088410385,12.101831087812338,18.028153211247723,14.428859073627729,13.566698132330377,16.049830578644638,17.06219088165257,15.471120033693804,14.581506785989157,14.46652237400998,14.619834923315546
Zone 6,12.408089889009606,9.371142485647528,11.871265095121984,6.415757225789154,16.54327715886754,13.309727244566991,13.581760988439912,12.456332397460963,9.700326962394536,15.179063750078361,10.308144526627709,8.776197493990068,9.505940274109923,12.845387265346503,9.863765990812025,15.94102775549978,12.408474270760937,12.507463246579691,14.144778017620949,14.372744434105124,13.213156796613791,12.075533323641464,12.324012178408164,11.992707038719232
Zone 7,19.838789698496615,17.004205510329164,15.071491952045976,22.534022091735924,21.80637239059038,18.425639615383943,17.696323390796604,18.726949575728753,14.203029841575326,21.848707211278093,17.562508106428748,17.042080876540098,18.247837211702716,21.37234253955491,16.79153570123527,19.672710267810693,16.626741987692398,15.36650628174751,17.975091295001913,19.337354265172074,19.120487474729433,18.357511990542353,17.653438054167392,18.592203302667343
Zone 8,18.12090308095897,13.823336415010367,12.79746601822141,18.79822234184595,20.288805702890993,16.557721002616166,16.175020774040814,17.294845649868858,13.085179051417956,18.820369397331714,15.77020574156381,15.15204283271742,15.001765014713046,17.02491704005823,15.448304082999323,19.699343000749877,15.446855945279614,14.591953635818781,17.118679093005635,18.45583131412019,17.778168111844735,16.473588356761457,16.184549490960958,16.569934645361624
Zone 9,22.8339188001047,21.941183242299225,16.32292469861436,23.164341661956446,22.815595254337115,19.12159193284114,20.564466481706482,20.106024415259288,17.18509228276274,21.956835129681785,19.667425519597913,18.621488089966643,19.19441847705596,21.024687635633708,18.9418511655388,21.64134421284237,20.540785179394646,17.958484065172694,20.24963283979298,19.912360507574505,21.40988973435762,20.188222579606673,19.85494383494807,20.299315494492877
