,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,ERA5,AMME,BMME,RMME
Afghanistan,-0.4766992494171516,-0.8759021506589711,-2.613417796606985,-3.030470285022873,0.6840739915963373,-2.7135478682767005,-4.126268551783096,-4.1628044149454615,-3.720639180435824,0.5380368744626004,-1.8265010141135252,-2.0128121883261203,-6.733160598329239,-2.390270274293166,-2.376278075127811,1.7662419443819677,-2.3622213960237786,-3.342123402934413,-3.1202510430921606,-1.8566430315472404,-2.776025025237796,-2.2375828855246804,-3.1482240612313697,-1.934035826955784
Bangladesh,16.978243829833637,13.718965132815475,16.22196903957194,16.412782974077697,19.479750093255856,18.48506042879394,18.387282229185313,16.95015142794651,14.268891271530798,18.46697117041681,15.51996899298462,14.616733448609711,16.635326556266996,19.84859274839746,16.610542878102525,17.651383905454868,17.576395286973405,13.55944677653253,15.488754861638938,16.380033209768612,17.833891541974083,16.66286231310788,17.60188645020034,16.3498542674104
Bhutan,4.3476193895527295,1.970891903148004,2.9476445736634425,1.9235069798957216,4.819898216895847,2.8450662181580406,5.045211433934091,1.949686288272657,1.711194170783573,9.703719392664318,0.19778618971680278,2.5535859650256834,1.0079711474133735,4.18816401462932,2.8259940143660196,5.31367641329653,3.14674594707046,2.5163732713021765,0.6430453451319114,1.6763870618234689,8.413848129833903,3.0667083968372086,3.162540780360254,3.0347642689961933
Myanmar,16.13682080437157,17.001217334010054,15.762514249353686,16.1407738161288,17.09739105703675,14.912702760776575,17.768647196495397,14.660415439445458,13.777556669411565,17.388200399254572,15.656831454261434,14.638126106689649,15.694441680241917,20.694820235223016,16.36606142247092,16.48221840780075,16.01115612021258,14.524582676540241,14.986952229507851,15.810995366036861,18.300134859466215,16.075621271263486,15.943796587880188,16.11956283239125
Nepal,3.8463167933189113,2.307423734264245,0.7400993283802552,0.14846286169242562,4.4253550115419795,1.7353077109343078,2.1702319010592404,0.43242798492694734,0.23396491042712791,9.606902284381796,-0.6651502060236522,1.969209455174916,-2.2806350182174846,6.295263056394454,0.09496464217298077,4.18550399333342,1.0286801039363684,0.6820683463174272,0.12231093441404986,0.9341522138437032,0.5050940155879265,1.9006430021136704,1.092322468605969,2.1700831799495712
Pakistan,10.181087345962714,7.309180762097758,8.174449284488956,5.15014415578468,12.091593196276074,8.641509580993118,9.27111722889169,8.29154142554292,7.255138841641521,10.87197504666898,8.448575042605079,7.187269971053871,5.361485442987929,7.085826672655848,8.796636148839218,13.502377452499461,8.712920831650907,7.766469717380858,9.08804039743906,9.93750215383572,10.595067607308131,8.65624203496482,8.74274504318357,8.6274076988919
Sri Lanka,27.18776496438422,27.130453536089764,25.776314996936442,27.77806790480096,26.111785552080967,25.3924852633009,24.044215682542898,25.375066981596127,23.960104280359623,25.671223629222226,26.475545272038303,25.2147487864775,25.169481307032665,27.588771685432015,24.212679088816937,27.364239248602985,26.396800108910483,25.66109699532854,24.929035844989876,25.357837066151752,24.31003153879338,25.83988590975476,25.084249425033466,26.091764737995188
Zone 1,-8.39238525555694,-7.892588035475139,-11.05706755282387,-10.012014338965399,-10.27137794331275,-13.057555839309865,-14.326333289986557,-13.158406407354299,-14.304676752303214,-7.278616055997317,-11.623427919727682,-8.564767339472974,-17.71423466118055,-6.058474139251582,-11.566294496737033,-9.077653258200407,-10.90694994304267,-11.90355094256259,-15.167445496994803,-13.98171680700624,-12.377897433535294,-11.315776823763095,-12.603107995286086,-10.88666643325543
Zone 10,25.2858042961207,24.747514208172053,18.6523170912955,26.317464127811775,23.22133514908997,21.114279354470987,22.448335232068015,21.36585349288644,19.589159084598887,22.41233012969484,22.834657014655516,20.72449950627892,21.876243532458147,24.38279339523454,21.65937593399265,24.207532765780908,22.181267978173135,19.28704906686995,21.0302385056319,20.840030313553427,22.88294784238961,22.208904008941914,21.753822398318245,22.360597879149804
Zone 11,25.61660642935562,23.790973054260807,20.24108207939688,25.94216398673651,24.27250790921026,22.445660193805736,22.948596457264713,22.866098855924225,20.56001609567169,23.42901958818198,23.441444423367642,21.975088867130534,22.88805808777852,25.03114232509412,22.149136605664957,25.185558616807473,22.49869259350611,20.676615929740713,21.994501893096672,22.618556959221703,22.906936906430385,23.028576047560847,22.58163694123315,23.177555749670073
Zone 12,26.060130519492972,26.020366773418377,21.52006095237371,26.313842627433036,24.911898482079632,23.34232216712439,24.249128799732688,22.992123861873875,22.066031003465863,23.661067917767724,24.236985187103844,22.26800123725843,23.985402920999913,25.726372931985313,23.341790820518632,25.662922595268288,24.133961562853806,21.241156249020474,23.372618530206978,23.443778013507817,24.06057395121083,23.92749815767429,23.61186544242068,24.032709062758826
Zone 13,20.94517523073685,17.137709248195836,16.29186934295451,18.225067384809094,21.879036589091314,18.89957325588387,19.48986108800711,19.19557448243786,17.26909487855203,20.224213180043364,19.469955361071158,17.173288853132156,16.454940726420364,18.476354275705535,19.206251208957084,23.78679210145124,18.969313982143404,16.732612985415397,19.6669859191518,19.971413714174115,20.342934660638658,18.973254190416707,19.152114803485865,18.91363398606032
Zone 14,15.09562936421316,9.955425948930488,12.400340712568564,11.66483866991804,16.802376896865866,13.398943943586081,13.665512273064593,13.893851810031487,11.212111414491766,15.069628801532849,14.091550258949534,11.986207613809981,10.255625895096248,12.656354650692768,13.704375267998435,18.115225692189284,13.889392209034837,12.363610794413459,14.192731843725387,14.415187507690375,15.394253705426271,13.44144607844016,13.710415100743086,13.351789737672519
Zone 15,26.718719123391594,26.35151259478403,24.96214182304243,26.387681922250326,25.23043907015933,24.112901695101883,25.81968768588063,24.789509403004384,24.625748039694415,25.333452471564826,25.306984596213976,25.592614746093766,24.907427679323707,27.51634377872246,24.508981472838183,25.593510281333693,25.137403362836956,25.05183101758814,25.064472452799496,25.6972818412033,25.704408131134617,25.435432252891378,24.873696723932404,25.622677429211034
Zone 2,8.972433716473118,7.279764936314579,7.762470895368254,5.202989259780412,10.595969842603656,9.500997845926822,10.738568650687142,7.496687490289892,6.696844364105092,10.397228298085285,6.223882213783324,7.933459299940926,8.203683694299105,11.238105455694374,8.667915474114787,9.396289311927212,8.346221484067515,6.959469810748614,7.933012347977867,8.597038091567764,10.151890338668169,8.407151624187788,8.95007818901723,8.226176102577973
Zone 3,18.60711809544785,14.10221271390232,17.663708633635927,17.49158725062589,20.542192892934782,19.556168321430835,17.869461466463854,18.56159428615199,15.11682594149723,20.449414391611167,16.900628025746848,15.498802015516517,17.853615987165576,19.807440863715307,16.915207362954135,18.79351685066137,19.36023157622843,15.472147084876564,17.163122000102142,18.297144388269512,18.284508979136135,17.801107007446912,18.452532602645846,17.583965142380606
Zone 4,15.565906582359526,12.92273978866452,13.907911288182518,11.944714354605686,18.605220776868713,16.76727240568675,15.851869658549681,15.448384017303237,12.29992195578185,21.51091827905481,12.883264440823936,13.210991331041715,14.67766883220758,16.981168380438135,14.294381311738977,17.348602868031243,15.674755512234086,13.497530282657573,14.895364093513406,17.36190950659034,15.95228430450217,15.282524783316717,15.607332581102542,15.174255517388103
Zone 5,14.290788427187302,11.205658441965685,11.651385193993661,10.07834590329579,17.122538780476,14.201411535581862,14.123425316594481,13.602912159126376,10.803888163847107,17.073836684026666,11.251585380758602,11.423375018037024,11.754511617206807,14.98864624707307,12.472279471175693,17.320007487614834,13.481706654686633,11.942721535730897,14.254294217890621,15.492979211388755,13.941436285421924,13.426814872382892,13.576347027433007,13.376970820699524
Zone 6,11.304011391488435,8.82518772934426,9.819395970057217,4.076988386198803,14.973038172141075,11.42911542913992,12.357375860547398,10.76423157880653,9.099014943168788,14.037407949519055,8.330183374621802,7.928388628900177,7.782869972549605,11.418228513884271,9.715220060932168,15.000618995779154,10.769232049186591,10.1783193762321,12.086482905151612,12.696407989483847,11.275442005989373,10.629585963856638,11.00703499572252,10.503769619901348
