Model,Correlation,Std_Model,Std_Ref,TSS,Rank
ERA5,1.0,8.230633921281877,8.230633921281877,1.0,1
BMME,0.9900940220735812,8.23747692151913,8.230633921281877,0.9004281192492872,2
AMME,0.9900234491919618,7.830368329794206,8.230633921281877,0.8966855483647972,3
EC-Earth3-CC,0.9902192904657168,8.517303249736287,8.230633921281877,0.8964243450003208,4
FGOALS-f3-L,0.9887304019306494,8.181881598133575,8.230633921281877,0.894073668408368,5
RMME,0.9887117712426213,7.704677627649518,8.230633921281877,0.8877118170667234,6
KIOST-ESM,0.9866706062396391,8.302353169791902,8.230633921281877,0.883881498837581,7
MPI-ESM-1-2-HAM,0.9866162679162833,7.959581744425403,8.230633921281877,0.8838740357859939,8
CMCC-CM2-HR4,0.9851728255619073,8.33454734028226,8.230633921281877,0.8771420805004413,9
ACCESS-CM2,0.984398342770863,8.13483300158511,8.230633921281877,0.8755500080339549,10
SAM0-UNICON,0.9832120963767519,8.252174472613689,8.230633921281877,0.8702492226320327,11
CESM2-WACCM,0.9851842815278008,7.461399548493859,8.230633921281877,0.8665892778353285,12
GFDL-ESM4,0.9825923918528863,8.62642286024617,8.230633921281877,0.8607129329577692,13
NESM3,0.9810364522411922,7.719808163853948,8.230633921281877,0.8595985663359,14
AWI-ESM-1-1-LR,0.9806516655153712,7.618456967765747,8.230633921281877,0.8562109882250568,15
IITM-ESM,0.9752992650878098,8.056348788037608,8.230633921281877,0.8437889679390713,16
IPSL-CM6A-LR,0.979462211063883,8.878567229066594,8.230633921281877,0.8410875788053508,17
MIROC6,0.9710323569146286,8.255140119322826,8.230633921281877,0.8295349742644006,18
TaiESM1,0.9691084823508984,8.12357488370732,8.230633921281877,0.8251449291869662,19
ACCESS-ESM1-5,0.9660660913730663,7.964929683750661,8.230633921281877,0.8173541203147514,20
GISS-E2-1-G,0.9654117181700581,7.131482871046551,8.230633921281877,0.8028041188085518,21
INM-CM4-8,0.9645621383145986,6.7658493617590425,8.230633921281877,0.787945110862255,22
KACE-1-0-G,0.9557519716167168,6.836562439311077,8.230633921281877,0.7739522541478991,23
BCC-ESM1,0.937469937830551,7.67026185925845,8.230633921281877,0.7538486658309683,24
