Model,Correlation,Std_Model,Std_Ref,TSS,Rank
ERA5,1.0,7.434565292921982,7.434565292921982,1.0,1
AMME,0.9881149754979348,7.185303213711347,7.434565292921982,0.8902339074545093,2
NESM3,0.9876282935228695,7.167139904676414,7.434565292921982,0.887867803112552,3
KIOST-ESM,0.9870878063195938,7.583572252960677,7.434565292921982,0.8843633456477539,4
BMME,0.9870538848574667,7.580884975344428,7.434565292921982,0.8842650505342177,5
RMME,0.9871511179299549,7.063045866823184,7.434565292921982,0.8840026087442742,6
MPI-ESM-1-2-HAM,0.9863230861292517,7.208150728059406,7.434565292921982,0.8828499875614861,7
EC-Earth3-CC,0.98791336850144,8.078310380914308,7.434565292921982,0.8700694716148659,8
AWI-ESM-1-1-LR,0.9845016293290585,6.9056917635445325,7.434565292921982,0.8698996315027533,9
ACCESS-CM2,0.9821735402201055,7.493770816201087,7.434565292921982,0.8658354342003716,10
SAM0-UNICON,0.9793374498544125,7.483741083734458,7.434565292921982,0.8557048238153346,11
CESM2-WACCM,0.9783968735311376,6.952663250244834,7.434565292921982,0.8506561338863249,12
FGOALS-f3-L,0.9773045402284157,7.625032366182975,7.434565292921982,0.846360592694053,13
CMCC-CM2-HR4,0.9767191759009889,7.56189011990013,7.434565292921982,0.8456426744846269,14
GFDL-ESM4,0.9792099151233334,8.082404781025607,7.434565292921982,0.8375244670157705,15
IITM-ESM,0.9703139553759241,7.278498360873592,7.434565292921982,0.8288766334515737,16
ACCESS-ESM1-5,0.9687660278012666,7.293096289257276,7.434565292921982,0.8244418106600403,17
IPSL-CM6A-LR,0.9754207639326499,8.262935622240725,7.434565292921982,0.8169009417011522,18
TaiESM1,0.9625401653367914,7.56675421408729,7.434565292921982,0.8043371466366144,19
INM-CM4-8,0.9612183238007745,6.302249858350667,7.434565292921982,0.7891129510702378,20
GISS-E2-1-G,0.9537886742986343,6.569341265172781,7.434565292921982,0.7818136048975197,21
MIROC6,0.9576342976709351,7.954816474425561,7.434565292921982,0.7814164765485978,22
BCC-ESM1,0.9421723108125571,6.389345888800973,7.434565292921982,0.7559090330008416,23
KACE-1-0-G,0.9431472158075931,6.222777955282038,7.434565292921982,0.7532823230337252,24
