,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,ERA5,AMME,BMME,RMME
Zone 12,26.771535716337336,26.97685814153138,23.214342303702168,27.366907276929666,25.52546644854912,24.940765599435743,25.113843371659353,24.13020570044427,23.861597786697708,24.826672827028794,25.698663957055718,23.51225179036461,24.752291505191327,26.3072699652778,25.615829258339105,27.64142605942559,25.668821757933976,23.841170876898587,24.449285550418793,24.643389729684763,25.108879229619536,25.242929781145293,25.09389313756249,25.29260866233956
Zone 13,23.080146965741612,20.791903034949907,18.244107193867187,20.724942867588013,23.845759787521438,21.85543428114906,21.195947258855863,21.496634140513326,20.399822299932367,21.98776092030646,22.843549120113778,20.111725199248564,18.848411133470357,20.864713541666692,22.07127174593526,27.54541223282879,21.523073374600564,20.15351378088703,21.803050991548716,22.50468121364488,22.502396536721726,21.594593054218496,21.628472160210816,21.583300018887723
Zone 14,18.806058862889802,14.246079056351302,15.047961888437841,15.1832072165667,19.790897197072404,17.0558668567378,16.476519901821224,17.11679024291197,15.585840477039637,18.108809063481374,18.140018105250043,15.990143035024365,13.837028103222611,16.187841863362124,16.847194020888402,22.43241648647115,17.350666248763982,16.563115362687046,17.253817687522904,17.884283046126832,18.50916988307933,16.995227736131476,16.969407454224676,17.003834496767073
Zone 15,26.9765050551471,26.21004746380976,25.170393584909633,26.251558721475924,25.30983051973233,24.849824912875327,25.66825025029548,24.69834226720476,25.217092626235086,25.74811688591455,25.537816292321537,25.85386002484492,25.275250962201305,27.418418974034967,24.809032844094695,25.98584678546518,25.267739961717584,25.646222028103725,25.08436683205999,25.599880083869497,26.087744287776843,25.628919853815667,25.058638047237565,25.8190137893417
Zone 2,11.147051827877839,9.863302212475487,9.554826711915606,8.001142769976056,12.472986814257522,11.941193415731897,12.35692268641629,10.208463266954096,8.747071638464318,13.290645991034708,9.269002188102139,9.71844239260426,10.286591884076408,13.420167364708691,11.22341783560959,12.264261949429951,11.542367683595401,9.894070967881676,10.012367831959455,10.925524761587551,12.058446575546684,10.806991109732948,11.454472977661453,10.591163820423445
Zone 3,21.335276206022805,16.665670746448026,19.809837589433645,20.049049886125637,22.71124077341917,22.25384010198591,20.91235963688692,21.043593971402068,18.72889721440337,23.487721252441432,20.625631068952725,17.97588184331759,20.174113093201484,22.283932913985932,20.534729689554453,22.08335328228949,22.834763082915718,18.739230422643118,19.794451058248573,21.24745457052927,21.346239469057306,20.664551420210366,21.515857296549015,20.380782794764155
Zone 4,18.797224456188747,15.299999769194816,16.181664001889036,14.972988317865573,21.362210973103867,19.595739403447766,18.76694939999466,18.299347552131234,16.100347701641716,24.38379228736175,16.623102324813896,15.872763420553792,17.40792101038636,19.61211192240571,17.81629436467988,21.28883545953812,19.247091448515228,17.43690449220234,17.666520139193803,20.716048917227234,19.163699509959326,18.372392868116776,18.74508443375375,18.248162346237788
Zone 5,17.94941452411045,13.716484330548658,13.792695234446605,13.015797235677633,20.044876975906355,17.242222880515754,17.005036040090587,16.48119801112587,14.904855648008743,19.732754965389503,15.040509632606183,14.144955769172931,14.543434212872128,17.943285466041914,15.560041182559871,21.71361021749298,16.826150851877696,15.946258152462416,17.09320087023255,18.87156766683115,16.941945235479956,16.578417493398497,16.622929793233954,16.563580060120014
Zone 6,14.860925510562913,11.504995259711697,11.641625906640678,7.012297683094153,17.900250487574095,14.669251484681114,14.848027882293746,13.818978783918597,13.105408946970591,16.550321585099354,11.693180288966298,11.04367485930365,10.736286863847706,14.421118207581355,12.219369773388767,18.864693176535322,13.827693081110008,13.993950695189831,15.101081089285,16.137771741535033,14.11054977772459,13.697545165364495,13.876664201078443,13.637838820126513
Zone 7,22.768003914456433,19.898350494983188,16.28354936003379,24.299886517036953,23.205792328222824,20.957354858426953,20.517826488033283,21.049045248592627,17.524556217995034,24.392351971794607,21.075613952115763,19.352357435894305,20.13803941185887,22.339181643360494,22.061234217482582,23.59050756763021,19.98631480363277,17.693330979983074,19.715820125576297,21.25890543776514,22.099245118552385,20.90540114874376,20.914355123233644,20.902416490580464
Zone 8,20.492263183593774,16.84202315187145,14.101441946715601,20.351155348865237,21.768019339202045,18.615006396225105,18.15468758225655,19.146987131156198,16.415068242690168,20.59032910515283,18.859512606041136,17.909589460784336,16.386466234792305,18.097833818423226,19.545877473120612,23.59900128138263,17.77293229346337,16.656888855427102,18.01445335487917,19.80126653318055,19.746476484434442,18.65604016696117,18.647098175244366,18.659020830866773
Zone 9,24.184894125944677,23.62055893442992,17.716904778630333,24.29492007455294,24.364449758259582,21.61503986699391,22.479128694511594,21.984936619178953,20.433381889193694,23.18896378461055,22.193958205429947,20.823523732104352,21.010116614123284,21.443273630578556,23.751159379913418,25.27208859031962,22.86742297634898,20.347681804135135,21.542259615563644,21.37859230689756,23.612411120112125,22.22566276908603,22.539537507389372,22.121037856318253
