,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,ERA5,AMME,BMME,RMME
Zone 12,27.517295647914136,28.047802385317762,22.802261935365014,28.172891231963646,26.681587815960015,25.65706287957487,25.0881375120089,24.900201580571224,24.177394732307015,25.684534364588146,25.35166263312767,23.619241432738477,25.835490233043167,27.69282338260827,24.293713331534217,26.684879104816766,26.030812627247535,23.8504938136603,25.37134642258192,25.33472271672005,24.769892124858185,25.63971778918246,25.19398558618735,25.788295190180826
Zone 13,27.202345425474903,23.999098378432894,21.071000700895528,25.861733286237875,27.679181101015732,24.924586895712086,25.48500969899886,24.616086608288363,24.086907565048342,25.222321374431964,25.461517660372657,21.222396639489425,22.818273343558037,25.070486603115665,22.712406505288314,29.8248644912133,25.547353596319514,24.959574414051303,25.84101164630125,26.273339828236367,25.110657143706888,24.99397478812412,24.657088660921428,25.106270163858348
Zone 14,22.346185528790535,16.39218756316277,18.264592970559107,20.793255547968208,23.995500052070508,20.948964869569192,21.37719128550188,20.60563778846095,19.44268094231103,21.24526513292901,21.966171024751592,17.10111162272936,18.109782532652027,20.512443791807108,19.230787923808737,26.019563379823172,21.21984520130236,21.8375625684275,22.052035925816032,22.67088141375554,22.245645843784338,20.80658235330983,20.676485413728624,20.8499479998369
Zone 15,27.90106129365813,28.209751802332267,26.395642562837974,28.210576597463916,27.48626732919732,27.144918553969465,26.89779772874355,26.78844263413375,26.468738151999105,27.34098124784584,26.7014787625994,27.394145920697405,27.012519028607546,28.29946791704967,26.126187522738604,27.20348704705513,26.84873299053165,26.580758502486844,26.972150047152667,27.40690711526312,26.504478256572433,27.16950063781817,26.761215886023404,27.305595555083087
Zone 2,13.77136936561736,11.485864238773043,13.487142573740924,11.502744901881728,16.101987898810183,15.073592634875377,15.352190635145957,12.705660900585187,12.417398059049425,13.27739534429053,10.110961903092075,12.188930269401155,13.609582322159744,16.879611157096033,11.594451239728114,13.97072257202156,13.258451570368377,13.214680746950293,13.791295090900329,14.154483745527369,14.638407244816454,13.397425858500739,13.596869396140603,13.330944679287448
Zone 3,23.61019330990863,19.23415645025917,22.76877737449584,22.552902277066117,25.67028168821649,24.29104569877677,22.399851280402515,22.963720987357377,21.08231860890111,23.397135252111124,20.487427465494388,19.556104602689086,22.993419281630086,25.41898301068477,19.586080189623864,22.732556864718987,23.485333321394297,20.70456303647786,22.42482603816947,23.231896185615245,22.716442172941072,22.429578646199662,22.545206295510965,22.391036096429225
Zone 4,21.84632744455206,18.129062983836143,19.11491248577639,18.650201036447644,24.07595164693484,22.558389364504375,21.24664767858234,20.5526496053744,18.669851069089773,26.12314169106366,17.489701588612547,16.80999669093714,20.704850253358423,22.90881451946015,17.426932617173264,22.127279873761537,19.97252182304056,18.92543321800126,20.801301550486755,23.402556554899405,21.222281072563256,20.576826184794633,20.351428217734988,20.65195884048118
Zone 5,20.79788960261842,16.134925043015286,16.836208624943062,17.380193134985177,22.961569400149813,20.61597956489116,20.592699446314587,19.460945558948712,17.634015629872582,23.01689665978699,17.43346897289022,14.91424312431274,18.360997586485425,21.359287892403078,16.25068388154417,23.50252858406626,18.46371451693554,18.214415000275725,20.762486850514144,22.32886713564008,19.76438772394771,19.35110081052966,19.076804593726834,19.442532882797266
Zone 6,18.182193771063137,13.245459544679942,16.034786130768957,12.48287968269717,21.684187911651875,18.605201361707785,20.024903162907577,17.2676037875089,16.675720516755646,19.862535968311356,15.892057631759037,12.78513739002794,15.373947303228272,18.22824367584394,14.691041203191157,22.444311373679245,17.188428545697032,18.527205268035647,19.738971357067953,20.403914179039823,18.24750451096596,17.466936488281117,17.55543561220249,17.43743678030733
Zone 7,23.939223311394898,21.894301409040214,19.278839651783564,26.0050031144553,25.083512942530554,22.061848269622004,21.319945848809425,22.115195074001306,19.111483323554058,25.50593327113563,19.752229267815956,19.378221459482255,21.932667244743214,25.209999849549217,19.63429452135674,23.106894368187696,19.81438638653892,19.42908392364471,21.25448231986482,22.649156585892847,21.8003068634808,21.923835107170163,20.98913402006568,22.235402136204996
Zone 8,23.626963481030455,19.351808732974014,16.70946260204381,24.54235786066428,24.552303525804202,21.465166041222563,21.55178096032132,21.623954587450243,19.661811744839564,23.70056777654912,20.019142615508546,17.911939578586182,19.78988229553642,22.2862097327538,19.114423706121197,25.100992771217676,19.42724757564159,19.585400051267946,21.43307664659291,23.26532194898023,21.631816705453403,21.235990711755303,20.636514574151388,21.43581609095661
Zone 9,26.713600611468568,25.945078115026963,19.320917522880215,27.01823403561809,25.458190755241603,22.58677454115261,23.41135198815331,23.087114928002478,21.352552059398004,25.65100106931203,21.64311232043786,20.437631220599425,22.297369964715987,25.156335042317732,21.002129629962088,25.068479028316165,23.06678902849402,21.53969176840411,23.078110814811385,22.64226468287784,23.58460572196984,23.323836456359526,22.6308320231529,23.554837934095065
