,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,ERA5,AMME,BMME,RMME
Afghanistan,6.623200973809956,5.111812324149965,5.226385157833951,5.623567030479037,8.513994100125034,5.103585405599088,5.283456466261972,3.4587871867067954,4.004328274726896,6.181678170316385,5.958610952759079,3.8282499168433626,2.6794853288034703,5.681635112388484,4.6659390287461715,10.770807412166453,6.415230492590544,7.266546619205715,5.875424772695808,6.362346462097073,5.914624951124821,5.731753559415263,4.985399715980913,5.980538173893377
Bangladesh,22.037746534160565,18.31956953275979,21.82914311874567,21.358447999537812,24.82649934825258,23.407100177686278,22.752409881538114,21.702862134562384,20.328370148671723,21.56132644722367,19.02511212417012,18.829641783471224,21.92803774432099,25.671923625595095,19.332357384560414,21.578878676732067,22.285659837666362,19.574365885686184,21.13743888851147,21.58081300331759,22.17498411541096,21.453385213858503,21.896077883202707,21.30582099074377
Bhutan,8.615404698989002,6.424569115732256,8.077058920467763,9.641614270672845,10.253088504566911,8.139052409253132,9.058246784996628,7.162804188447863,6.706024169921901,11.096782047047363,4.067002597639693,6.94637364406214,6.505473777710665,9.90762072993263,7.2243716500475745,10.054300774345995,7.34676821216501,8.060551538571579,7.165450088401288,7.642332893321757,12.867224292391839,8.0047445508147,7.786248648982043,8.07757651809225
Myanmar,19.46095213903434,20.08011879800752,19.447122555387956,19.76626754502338,21.29996933264784,19.383787770275777,20.84566526315206,19.054613913207522,17.63661912549446,19.746186302890322,18.530700351197183,18.815137903763826,19.324473650695076,24.359106193136455,17.081084713103294,19.596573767765882,19.17948344761457,19.110048536768748,18.846762119243373,19.531401707678643,20.716334794532656,19.55480375680441,19.10892702147065,19.703429335249
Nepal,8.435435336243895,6.598087060752065,6.523373036979496,7.936888818652331,10.584793096875403,7.519413432843432,7.630775518775382,5.599277557244885,5.576437996615946,13.531718598694383,4.31486021416175,6.3264259188783205,3.511837385798301,12.631920001887494,4.691376765168339,10.027044894074324,6.280687621101601,7.003645465658964,6.33931471667036,6.563448289217625,6.763526751670751,7.381338086314716,6.344306179026727,7.727015388744044
Pakistan,17.378802852589082,13.43910692169259,15.352307517544325,13.970064420440805,19.356088382330356,16.092587849984785,17.042669587229874,15.096568211075555,14.905343925875021,16.701198326061,15.90627328266395,12.884844531472755,13.585143180326508,14.838675043110257,14.927009846667238,21.580532866686053,16.84851128767205,17.56701311962412,17.26258833586696,18.010218567595444,17.49554327095441,16.137277402825436,16.0014693565259,16.182546751591953
Sri Lanka,27.707334750306398,27.630029476390195,26.07934274636007,28.80058633771224,26.972463936899253,26.655188935722425,24.142848922332423,26.0969930312213,25.380539097505476,26.414803134693845,26.788607130531386,26.12539047540405,26.083640272002828,27.510250794653825,25.591187730178348,27.6908737328149,27.23535511030244,25.682942549889482,26.182302769181018,26.509080423093334,24.713766924134287,26.56398806785976,25.944314745951388,26.770545841829225
Zone 1,-0.7335595389489074,-2.698576374582671,-3.5670285337539682,0.04783466830277068,-0.6563922586326918,-6.107261425325223,-7.093766080499684,-7.6936932979684025,-7.3246349172224345,-2.537628552976509,-5.267984182981707,-2.5733939974915487,-10.835888045557567,1.6983689458407518,-6.088719312140419,-0.962688125557117,-3.7358885569125975,-2.434828467765002,-6.530370227984792,-5.715914457973268,-5.961386637306085,-4.040600637006549,-6.143865734569266,-3.3395122711523113
Zone 10,26.90026552287584,27.164221539556905,20.750724021983576,27.536169404705902,25.222401127519674,23.517122342945896,23.41262042409525,23.623830980923113,22.196136548047424,24.678697781214346,22.905474695438436,21.975129015192152,23.328004784022625,26.58295453820143,22.174063251485563,25.485027021450968,23.417034837137756,21.703639688508677,23.10154047312657,23.07368009223117,23.362386984905193,23.937436904533165,23.228934367317514,24.17360441693838
Zone 11,27.19056318979417,26.65213579450338,23.09160055391724,27.57010249025955,26.815578693635683,25.181694544137127,24.37999079781148,25.32076196323258,23.67462912166822,25.599895039192464,24.443168683645375,23.775642638647277,24.90256918122252,26.83202779647017,23.562766975618928,26.80280648373763,24.39402202047761,23.618755490616063,24.654583882469304,25.1153391363463,24.29143767692904,25.178931723870157,24.567847260255547,25.382626545075023
