,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,ERA5,AMME,BMME,RMME
Afghanistan,11.421297746546154,12.26419324874881,11.576912904278936,12.942649445375588,14.584927763580525,10.92849480544823,10.831134658240325,9.926692375014838,8.749617307326403,11.879697900659922,11.916171801271224,14.87937569337735,7.048340543813693,12.151550412645552,10.766868897201194,16.74770053255526,10.521786452224328,11.768689383747178,11.619539353037224,14.916522249209368,11.59807296598972,11.872108173715104,10.594995437625782,12.297812419078213
Bangladesh,27.934393835283544,27.334781974688937,28.434635488195124,27.32383098357328,28.87775873229278,30.18525151961892,28.567991972957195,28.73800933285539,29.76476739391485,27.744269199285064,26.595767464624554,23.85213023512254,27.27084750453801,31.067514088718447,29.675889007046717,28.981224175086005,28.43605317270443,25.78276429692748,28.189007803877164,27.58978645627738,26.76663342094717,28.117333731879388,29.120639001036526,27.782898642160344
Bhutan,12.405102012484713,11.46490596995637,13.062918953083573,14.958219006747312,13.23633713666135,14.449029078265466,12.813329017441532,13.685079058478888,12.788826329848373,18.54605659036078,9.749549552701156,10.879978164972067,11.293196843832122,14.81455518535542,14.677456555335372,15.375681292426782,13.121387493791428,13.177893339641308,10.881257928586521,11.835169516170769,16.085480407857357,13.160796451307064,13.749256240662536,12.964643188188575
Myanmar,25.030868243904028,26.978897619381044,25.08098078814581,25.255199947861083,25.723213753045805,26.15874577200827,26.446677804836842,24.920243742486033,27.323061875736038,25.087694841272718,23.458983173242583,22.822610660627802,24.106752468923194,28.694149002374413,27.044985498611798,26.099268003719676,25.84917473252225,23.4286448358754,23.74381216790053,24.534369857994694,26.007251712320304,25.3894167395235,26.083965510093037,25.157900482666985
Nepal,13.913239568288274,12.173848666663964,11.930883173754987,13.430020401079258,14.771610955274868,14.449461160298267,12.650631025606453,12.00615878706226,12.82815265174681,19.026390659107904,11.056332768583205,11.94101151752207,8.423071917677564,18.81224968747267,11.903701111894122,16.83650428889817,12.405473944781587,12.582579306023774,12.432508324730849,14.27213609732833,11.017975159225879,13.39229830068977,12.683085205928538,13.628702665610179
Pakistan,23.762732239434428,22.172598493488817,23.374680672897473,20.776806948376958,25.152771547936688,23.369116332414993,23.50504736913753,21.809064002442234,21.65136294770088,22.4854590571784,22.700828431096685,24.307272781006414,19.402202071997465,22.17368011474612,22.681702770144504,29.3080346267125,22.77109824038674,23.99638552771262,23.62621198382688,26.629146318359503,24.064338262310354,23.28281012384989,22.8272057429052,23.434678250831457
Sri Lanka,29.960083965226744,30.761481490789706,28.922835204753003,29.736571887317666,28.22110614651951,28.553113002403137,27.59403150428785,27.660780356912074,28.2968392989215,29.080420864329646,29.149754356165158,26.794924597646695,27.653407131641444,30.070917825137897,28.401861125971,31.633969459014036,29.663108614841395,29.608215809762413,27.109121215421418,27.85114781248806,26.82121486945661,28.836184583477515,28.37457892088309,28.99005313767566
Zone 1,1.7010980137947127,2.3563792344120023,0.5273215390069627,4.295656428217088,3.450258024334794,-0.25277250821668684,-3.2691594495514122,-1.5177747064864848,-2.2765841207445927,1.6800906508254485,1.1925308946312791,4.532418756181949,-5.577535915489366,7.085095058025928,-0.10495642790369039,2.9590288119769177,0.6196497507119584,0.9272392466040007,-0.7642711549990436,1.8201629994607305,-1.7117818260306341,0.9691937562396246,-0.9050026682892633,1.5939258977492539
Zone 10,31.78384949564582,32.422541878893504,29.159216278593732,32.71535119440859,30.709123678919514,31.237687856425268,30.70667453738396,29.795157246581184,30.618086204596835,29.652427012397673,29.56434701419615,28.22973563273042,28.382781705875892,30.736278085600983,31.269978599979027,32.964541945304724,29.945757150314563,30.15074787292583,29.32106715576513,29.718758277794873,29.836113321840568,30.454205441216686,30.591051078136804,30.408590228909976
Zone 11,31.287093976588054,30.699926595394057,28.98900336709334,31.50162109275371,30.049176528792966,30.489668318804593,30.15368682711752,28.71389114422627,29.958088769565467,29.835733233112613,30.066713766717594,27.92513284549662,28.878687731368963,30.542162538843687,30.465298710290888,32.571825845358774,28.963199624804094,29.53184923808673,29.521842337263166,29.934761138783063,29.89753227620335,30.00396818152311,29.75714892504867,30.086241267014586
