,ACCESS-CM2,ACCESS-ESM1-5,AWI-ESM-1-1-LR,BCC-ESM1,CESM2-WACCM,CMCC-CM2-HR4,EC-Earth3-CC,FGOALS-f3-L,GFDL-ESM4,GISS-E2-1-G,IITM-ESM,INM-CM4-8,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC6,MPI-ESM-1-2-HAM,NESM3,SAM0-UNICON,TaiESM1,ERA5,AMME,BMME,RMME
Zone 12,28.870698218252162,29.606667233136772,28.29278814961505,30.92660229541469,29.08795965522985,29.356016306991442,27.961674289495598,27.932600372912862,28.299979699826736,27.831993701411253,27.914416494107535,26.925762031904256,27.16730517420508,28.89277571135878,29.34459899785994,30.146651838079894,28.377868833236327,29.260877581261493,27.893602392824153,27.71287542937371,27.509356208404682,28.59018572032488,28.594551760099236,28.588730373733426
Zone 13,30.557461168875133,30.41668571854472,29.912492504550624,29.97967349831369,31.132738316189002,31.989771304549595,29.347341716238994,28.4741158229853,29.845657084346623,27.692460382997623,29.470495608437346,29.40164146007798,26.73467339520273,29.985403050108957,31.094899451672056,36.057771319882285,29.637436558524346,30.31269533363508,30.709478195733436,31.907730063477924,30.20727697893482,30.23303109771717,30.10871297079406,30.274470473358207
Zone 14,30.03374091254343,28.099011762365564,29.673685759640247,27.858478936421847,30.565450791059092,28.937164519676404,28.571248124365013,27.876337786905157,28.28939298243307,27.939536190656302,29.389552678363724,28.29987771194228,25.159388199259983,29.312072966664992,28.938575349030696,35.41379808437834,29.452978009512282,30.00832219934327,29.187918887557405,31.85645677515281,30.02836934861066,29.243149431363598,28.75526075789791,29.405778989185492
Zone 15,28.870650706571727,27.34017351935894,27.10150209488388,29.71286412058306,27.244964150821474,29.174985219918064,27.72300429611323,26.41434810862824,28.739184211282186,28.54609330121211,27.182414605006535,27.19808708639708,27.973838237687666,29.22797492532173,27.524830178653513,28.789881302645572,26.70488768731636,28.415838676763755,27.10704423493032,27.489286744360843,28.198734545190987,27.92409267042282,27.508411098125883,28.062653194521793
Zone 2,18.3980496384456,18.635720795276153,19.159531637303505,17.615937988488092,19.38111346557039,21.708996129390123,19.65815728560732,19.452303783396374,20.1876341835063,18.53400588418076,15.794644870141463,16.372885980453106,18.696103018690888,21.36557227693992,21.140330601701837,19.478579640082824,19.03721715862027,18.048242334639095,19.000509141954876,18.636435807579996,17.90932791735627,19.015098581098442,20.199400991743186,18.620331110883537
Zone 3,29.836163569431704,27.99046473284955,29.339942805796497,28.38715880095839,30.584608012346948,31.857516723832298,29.90102104847722,29.613714076023502,31.0306351156796,30.683033707562647,29.60963127608713,25.910609455981312,28.500858332987814,31.246988174338775,30.896808375772064,29.88745589820216,29.58421052718268,27.40544369099776,29.782580496594818,29.847433576396895,28.965595891266126,29.59481391987499,30.37065415025755,29.336200509747464
Zone 4,30.545894744616618,27.41902301264747,27.905632512153115,25.61884742045445,30.457441160057797,32.3151581985944,29.678191200321617,30.133429865476486,29.96962061008488,32.35349369850482,27.78534405971459,25.318594633898506,27.84427423540241,30.997260598575387,29.958294365363745,32.31092836027344,29.6063646608213,27.89476134287921,30.6006283080656,33.35778145420565,29.94087291094287,29.603548222105573,30.33828765811551,29.358635076768934
Zone 5,29.80647591556156,26.180084194322294,27.1160635771432,24.174914063911082,29.459870039069937,30.171566748240654,28.686245828510213,28.1852456806087,28.392069654705168,27.966600318716385,26.79261476317626,24.92456360076993,25.381415881094608,30.048783981366007,27.66383483238471,33.88527999240271,28.417528166711495,28.08204384674441,29.877050966107895,32.73730617740466,28.37521390223416,28.397477911447595,28.624884251291153,28.32167579816641
Zone 6,26.368181970497744,22.88288066680422,24.724704026050258,19.28294323256727,27.43551725046452,27.04950975133635,27.043788441746557,25.181157965838626,25.785067088081266,25.586128430698036,23.89140999205526,22.585007382969184,21.85697993118611,27.22279583664079,24.39009991814109,31.345939678911364,25.166270222695136,26.798563619151576,27.467641546438678,30.46529672569418,25.872240207764236,25.62649418389841,25.766165259951553,25.579937158547363
Zone 7,31.62656877106314,31.381728796010627,26.753707519216547,32.7516254923359,31.655484132312623,31.521423231707264,30.190833597341484,30.594960381003013,30.148631009654864,31.967350150997927,29.836365805916305,28.48541093927808,28.332423288825,31.372204658230505,32.06049552069773,33.257722707601175,29.094822703979528,27.146025753530715,29.57075948093677,31.896321828434367,30.622915295594908,30.48224328845368,30.6925070869458,30.412155355622964
Zone 8,30.81028964173563,29.90137478298614,27.195708719787593,31.309553492584442,31.17729196668973,31.216075008118104,29.449269176343414,29.780327770756767,29.221843668619815,28.43596751194377,29.234120109421724,28.655142590890545,26.542044495288593,29.65946554744947,31.080830031251615,35.50550850865995,29.379418149424993,28.702122911764192,29.60553745893095,32.869282526751775,30.54363004794564,29.986558703469964,30.181184027178976,29.921683595566957
Zone 9,31.488863206252578,31.895076425589796,28.360433525372432,32.10902497284356,31.582885541562707,31.754901783596225,30.574117062144502,29.83791014727427,30.48278949812349,28.998613023944955,28.835002871817014,29.09160750644661,28.260890577746764,29.933130170036787,31.873098247918712,34.85279650532364,31.028786396619278,30.13777656340355,29.90946747889968,30.899651879703324,31.127465489790673,30.59534116923099,31.013762727510606,30.455867316471124
