Model,Correlation,Std_Model,Std_Ref,TSS
ACCESS-CM2,0.7797828791357263,3.7874776603209055,3.706066017916284,0.52534650856051
ACCESS-ESM1-5,0.7376291669115762,4.516527833648227,3.706066017916284,0.4137755863993454
AWI-ESM-1-1-LR,0.698910631446647,3.074334632916892,3.706066017916284,0.4859045383099254
BCC-ESM1,0.8780960082477782,3.93276772821897,3.706066017916284,0.637740666119667
CESM2-WACCM,0.8206496107200417,3.9007048990162994,3.706066017916284,0.563939436489479
CMCC-CM2-HR4,0.7015547935357458,3.0019584244551982,3.706066017916284,0.49030211633336684
EC-Earth3-CC,0.880186941534447,3.29485121930051,3.706066017916284,0.6643294965668933
FGOALS-f3-L,0.8321192450641353,3.7215647087850643,3.706066017916284,0.5894009580746999
GFDL-ESM4,0.7800962805980529,3.567442062822946,3.706066017916284,0.5391552767876703
GISS-E2-1-G,0.652581229327739,6.985650349052269,3.706066017916284,-0.02293812741678769
IITM-ESM,0.7107990282489711,2.1419728134146507,3.706066017916284,0.4938330903219905
INM-CM4-8,0.5791876575688854,3.8592859098701267,3.706066017916284,0.3373804941753722
IPSL-CM6A-LR,0.5894835123870789,2.4739225747188334,3.706066017916284,0.42615291148090506
KACE-1-0-G,0.8728555528108942,4.2844750807040555,3.706066017916284,0.6010425352192517
KIOST-ESM,0.9284441367502495,3.013461500357044,3.706066017916284,0.7249617583115586
MIROC6,0.8179945055832767,3.754955893388398,3.706066017916284,0.5704729385734106
MPI-ESM-1-2-HAM,0.6695996117728518,3.2025459340836577,3.706066017916284,0.45709998270685515
NESM3,0.7821263409115785,3.796692707045393,3.706066017916284,0.5272416623235763
SAM0-UNICON,0.8934503309665217,4.386856996245785,3.706066017916284,0.6218536754522059
TaiESM1,0.5091366101736998,6.313266644372425,3.706066017916284,-0.04097862123774698
